"","o","nn","NUMB_C","NUMB_CN","NUMB_FR","NUMB_CM","NUMB_PV","NUMB_RC","DENS_CCN","DENS_CNFR","DENS_FRCM","DENS_CMPV","DENS_PVRC","Q_VAR","RCC_VAR","DENS_FRCM_m","DIFF_COST","Total cost of each product","CCB"
"C194",95,95,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,5.93544913902563,0.593544913902563
"C294",95,95,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,94.0645508609744,1.03367638308763
"C195",96,96,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,18.7809722543177,0.375619445086354
"C295",96,96,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,81.2190277456823,1.59252995579769
"C196",97,97,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,84.1584158415842,0.99009900990099
"C296",97,97,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,15.8415841584158,0.99009900990099
"C197",98,98,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,29.8345827041865,0.710347207242536
"C297",98,98,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,70.1654172958135,1.18924436094599
"C198",99,99,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,39.1572671040346,0.978931677600865
"C298",99,99,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,60.8427328959654,0.997421850753531
"C199",100,100,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,23.5394652404348,0.980811051684782
"C299",100,100,2,2,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,76.4605347595652,0.992993957916432
