"","nn","Customer","DEMAND","PVC","CMC","FRC","CNC","CCx","CC","INDEP","DENS_MEASURED","INFOCONT_A_FRCM"
"383",192,1,1,50,19,10,50,50,50,"decoupled",0.75,0.5
"384",192,2,1,50,82,91,50,50,50,"decoupled",0.75,0.5
"385",193,1,1,50,57,29,50,50,50,"decoupled",0.75,0.5
"386",193,2,1,50,44,72,50,50,50,"decoupled",0.75,0.5
"387",194,1,1,50,28,64,50,50,50,"decoupled",0.75,0.5
"388",194,2,1,50,73,37,50,50,50,"decoupled",0.75,0.5
"389",195,1,1,50,48,24,50,50,50,"decoupled",0.75,0.5
"390",195,2,1,50,53,77,50,50,50,"decoupled",0.75,0.5
"391",196,1,1,51,5,96,51,51,51,"decoupled",0.5,0
"392",196,2,1,51,96,5,51,51,51,"decoupled",0.5,0
"393",197,1,1,50,25,88,50,50,50,"decoupled",0.75,0.5
"394",197,2,1,50,76,13,50,50,50,"decoupled",0.75,0.5
"395",198,1,1,51,83,42,51,51,50,"decoupled",0.75,0.5
"396",198,2,1,51,18,59,51,51,50,"decoupled",0.75,0.5
"397",199,1,1,50,10,95,50,50,50,"decoupled",0.75,0.5
"398",199,2,1,50,90,5,50,50,50,"decoupled",0.75,0.5
"399",200,1,1,50,64,69,50,50,50,"decoupled",0.75,0.5
"400",200,2,1,50,37,32,50,50,50,"decoupled",0.75,0.5
"401",201,1,1,50,15,43,50,50,50,"decoupled",0.75,0.5
"402",201,2,1,50,85,58,50,50,50,"decoupled",0.75,0.5
"403",202,1,1,50,80,80,50,50,50,"decoupled",0.5,0
"404",202,2,1,50,21,21,50,50,50,"decoupled",0.5,0
"405",203,1,1,50,76,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"406",203,2,1,50,25,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"407",204,1,1,50,72,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"408",204,2,1,50,29,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"409",205,1,1,50,58,58,50,50,50,"decoupled",0.5,0
"410",205,2,1,50,43,43,50,50,50,"decoupled",0.5,0
"411",206,1,1,50,46,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"412",206,2,1,50,55,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"413",207,1,1,50,39,81,50,50,50,"decoupled",0.75,0.5
"414",207,2,1,50,62,20,50,50,50,"decoupled",0.75,0.5
"415",208,1,1,51,34,67,50,50,51,"decoupled",0.75,0.5
"416",208,2,1,51,67,34,50,50,51,"decoupled",0.75,0.5
"417",209,1,1,50,24,24,50,50,50,"decoupled",0.5,0
"418",209,2,1,50,77,77,50,50,50,"decoupled",0.5,0
"419",210,1,1,50,31,70,50,50,50,"decoupled",0.5,0
"420",210,2,1,50,70,31,50,50,50,"decoupled",0.5,0
"421",211,1,1,51,85,58,50,50,51,"decoupled",0.75,0.5
"422",211,2,1,51,16,43,50,50,51,"decoupled",0.75,0.5
"423",212,1,1,51,29,86,51,51,51,"decoupled",0.75,0.5
"424",212,2,1,51,72,15,51,51,51,"decoupled",0.75,0.5
"425",213,1,1,50,37,64,50,50,50,"decoupled",0.5,0
"426",213,2,1,50,64,37,50,50,50,"decoupled",0.5,0
"427",214,1,1,50,13,44,50,50,50,"decoupled",0.75,0.5
"428",214,2,1,50,88,57,50,50,50,"decoupled",0.75,0.5
"429",215,1,1,50,5,48,50,50,50,"decoupled",0.75,0.5
"430",215,2,1,50,96,53,50,50,50,"decoupled",0.75,0.5
"431",216,1,1,50,43,43,50,50,50,"decoupled",0.5,0
"432",216,2,1,50,58,58,50,50,50,"decoupled",0.5,0
"433",217,1,1,51,82,82,51,51,51,"decoupled",0.5,0
"434",217,2,1,51,19,19,51,51,51,"decoupled",0.5,0
"435",218,1,1,50,66,83,50,50,50,"decoupled",0.75,0.5
"436",218,2,1,50,35,18,50,50,50,"decoupled",0.75,0.5
"437",219,1,1,50,64,32,50,50,50,"decoupled",0.75,0.5
"438",219,2,1,50,37,69,50,50,50,"decoupled",0.75,0.5
"439",220,1,1,50,37,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"440",220,2,1,50,64,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"441",221,1,1,51,28,73,50,50,51,"decoupled",0.5,0
"442",221,2,1,51,73,28,50,50,51,"decoupled",0.5,0
"443",222,1,1,50,69,32,50,50,50,"decoupled",0.5,0
"444",222,2,1,50,32,69,50,50,50,"decoupled",0.5,0
"445",223,1,1,50,94,4,50,50,50,"decoupled",0.75,0.5
"446",223,2,1,50,7,97,50,50,50,"decoupled",0.75,0.5
"447",224,1,1,50,83,59,50,50,50,"decoupled",0.75,0.5
"448",224,2,1,50,18,42,50,50,50,"decoupled",0.75,0.5
"449",225,1,1,50,82,60,50,50,50,"decoupled",0.75,0.5
"450",225,2,1,50,19,41,50,50,50,"decoupled",0.75,0.5
"451",226,1,1,50,60,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"452",226,2,1,50,40,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"453",227,1,1,50,75,63,50,50,50,"decoupled",0.75,0.5
"454",227,2,1,50,25,38,50,50,50,"decoupled",0.75,0.5
"455",228,1,1,51,87,7,50,50,51,"decoupled",0.75,0.5
"456",228,2,1,51,14,94,50,50,51,"decoupled",0.75,0.5
"457",229,1,1,50,27,14,51,51,50,"decoupled",0.75,0.5
"458",229,2,1,50,74,87,51,51,50,"decoupled",0.75,0.5
"459",230,1,1,50,13,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"460",230,2,1,50,88,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"461",231,1,1,51,67,67,50,50,51,"decoupled",0.5,0
"462",231,2,1,51,34,34,50,50,51,"decoupled",0.5,0
"463",232,1,1,50,80,61,50,50,50,"decoupled",0.75,0.5
"464",232,2,1,50,21,40,50,50,50,"decoupled",0.75,0.5
"465",233,1,1,51,36,18,51,51,51,"decoupled",0.75,0.5
"466",233,2,1,51,66,83,51,51,51,"decoupled",0.75,0.5
"467",234,1,1,50,48,53,50,50,50,"decoupled",0.5,0
"468",234,2,1,50,53,48,50,50,50,"decoupled",0.5,0
"469",235,1,1,50,92,92,50,50,50,"decoupled",0.5,0
"470",235,2,1,50,9,9,50,50,50,"decoupled",0.5,0
"471",236,1,1,50,82,91,51,51,50,"decoupled",0.75,0.5
"472",236,2,1,50,19,10,51,51,50,"decoupled",0.75,0.5
"473",237,1,1,50,31,35,50,50,50,"decoupled",0.75,0.5
"474",237,2,1,50,70,66,50,50,50,"decoupled",0.75,0.5
"475",238,1,1,50,38,63,50,50,50,"decoupled",0.5,0
"476",238,2,1,50,63,38,50,50,50,"decoupled",0.5,0
"477",239,1,1,50,28,37,50,50,50,"decoupled",0.75,0.5
"478",239,2,1,50,73,64,50,50,50,"decoupled",0.75,0.5
"479",240,1,1,50,90,90,50,50,50,"decoupled",0.5,0
"480",240,2,1,50,10,10,50,50,50,"decoupled",0.5,0
"481",241,1,1,50,73,37,50,50,50,"decoupled",0.75,0.5
"482",241,2,1,50,28,64,50,50,50,"decoupled",0.75,0.5
"483",242,1,1,50,16,43,50,50,51,"decoupled",0.75,0.5
"484",242,2,1,50,85,58,50,50,51,"decoupled",0.75,0.5
"485",243,1,1,50,59,59,50,50,50,"decoupled",0.5,0
"486",243,2,1,50,42,42,50,50,50,"decoupled",0.5,0
"487",244,1,1,50,95,98,50,50,50,"decoupled",0.75,0.5
"488",244,2,1,50,6,3,50,50,50,"decoupled",0.75,0.5
"489",245,1,1,50,22,22,50,50,50,"decoupled",0.5,0
"490",245,2,1,50,78,78,50,50,50,"decoupled",0.5,0
"491",246,1,1,50,24,24,50,50,50,"decoupled",0.5,0
"492",246,2,1,50,77,77,50,50,50,"decoupled",0.5,0
"493",247,1,1,50,9,46,50,50,50,"decoupled",0.75,0.5
"494",247,2,1,50,92,55,50,50,50,"decoupled",0.75,0.5
"495",248,1,1,50,20,60,50,50,50,"decoupled",0.75,0.5
"496",248,2,1,50,81,41,50,50,50,"decoupled",0.75,0.5
"497",249,1,1,51,8,8,51,51,51,"decoupled",0.5,0
"498",249,2,1,51,93,93,51,51,51,"decoupled",0.5,0
"499",250,1,1,50,49,52,50,50,50,"decoupled",0.5,0
"500",250,2,1,50,52,49,50,50,50,"decoupled",0.5,0
"501",251,1,1,50,41,71,50,50,50,"decoupled",0.75,0.5
"502",251,2,1,50,60,30,50,50,50,"decoupled",0.75,0.5
"503",252,1,1,50,35,35,50,50,50,"decoupled",0.5,0
"504",252,2,1,50,66,66,50,50,50,"decoupled",0.5,0
"505",253,1,1,50,17,17,50,50,50,"decoupled",0.5,0
"506",253,2,1,50,84,84,50,50,50,"decoupled",0.5,0
"507",254,1,1,50,70,70,50,50,50,"decoupled",0.5,0
"508",254,2,1,50,31,31,50,50,50,"decoupled",0.5,0
"509",255,1,1,50,86,43,50,50,50,"decoupled",0.75,0.5
"510",255,2,1,50,15,58,50,50,50,"decoupled",0.75,0.5
"511",256,1,1,50,25,25,50,50,50,"decoupled",0.5,0
"512",256,2,1,50,75,75,50,50,50,"decoupled",0.5,0
"513",257,1,1,50,10,55,50,50,50,"decoupled",0.75,0.5
"514",257,2,1,50,90,45,50,50,50,"decoupled",0.75,0.5
"515",258,1,1,50,25,88,50,50,50,"decoupled",0.75,0.5
"516",258,2,1,50,75,13,50,50,50,"decoupled",0.75,0.5
"517",259,1,1,50,44,22,50,50,50,"decoupled",0.75,0.5
"518",259,2,1,50,57,79,50,50,50,"decoupled",0.75,0.5
"519",260,1,1,50,27,64,50,50,50,"decoupled",0.75,0.5
"520",260,2,1,50,74,37,50,50,50,"decoupled",0.75,0.5
"521",261,1,1,50,57,44,50,50,50,"decoupled",0.5,0
"522",261,2,1,50,44,57,50,50,50,"decoupled",0.5,0
"523",262,1,1,50,72,29,50,50,50,"decoupled",0.5,0
"524",262,2,1,50,29,72,50,50,50,"decoupled",0.5,0
"525",263,1,1,50,37,82,50,50,50,"decoupled",0.75,0.5
"526",263,2,1,50,64,19,50,50,50,"decoupled",0.75,0.5
"527",264,1,1,50,65,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"528",264,2,1,50,36,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"529",265,1,1,50,95,6,50,50,50,"decoupled",0.5,0
"530",265,2,1,50,6,95,50,50,50,"decoupled",0.5,0
"531",266,1,1,50,92,92,50,50,50,"decoupled",0.5,0
"532",266,2,1,50,9,9,50,50,50,"decoupled",0.5,0
"533",267,1,1,50,84,59,50,50,50,"decoupled",0.75,0.5
"534",267,2,1,50,17,42,50,50,50,"decoupled",0.75,0.5
"535",268,1,1,50,23,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"536",268,2,1,50,78,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"537",269,1,1,50,32,35,50,50,50,"decoupled",0.75,0.5
"538",269,2,1,50,69,66,50,50,50,"decoupled",0.75,0.5
"539",270,1,1,50,28,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"540",270,2,1,50,73,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"541",271,1,1,50,38,38,50,50,50,"decoupled",0.5,0
"542",271,2,1,50,63,63,50,50,50,"decoupled",0.5,0
"543",272,1,1,50,44,22,50,50,50,"decoupled",0.75,0.5
"544",272,2,1,50,57,79,50,50,50,"decoupled",0.75,0.5
"545",273,1,1,50,89,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"546",273,2,1,50,12,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"547",274,1,1,50,56,56,50,50,50,"decoupled",0.5,0
"548",274,2,1,50,45,45,50,50,50,"decoupled",0.5,0
"549",275,1,1,50,16,43,50,50,51,"decoupled",0.75,0.5
"550",275,2,1,50,85,58,50,50,51,"decoupled",0.75,0.5
"551",276,1,1,50,72,29,50,50,50,"decoupled",0.5,0
"552",276,2,1,50,29,72,50,50,50,"decoupled",0.5,0
"553",277,1,1,50,34,17,50,50,50,"decoupled",0.75,0.5
"554",277,2,1,50,67,84,50,50,50,"decoupled",0.75,0.5
"555",278,1,1,50,47,77,51,51,50,"decoupled",0.75,0.5
"556",278,2,1,50,54,24,51,51,50,"decoupled",0.75,0.5
"557",279,1,1,50,7,97,50,50,50,"decoupled",0.75,0.5
"558",279,2,1,50,94,4,50,50,50,"decoupled",0.75,0.5
"559",280,1,1,50,40,40,50,50,50,"decoupled",0.5,0
"560",280,2,1,50,61,61,50,50,50,"decoupled",0.5,0
"561",281,1,1,50,73,28,50,50,50,"decoupled",0.5,0
"562",281,2,1,50,28,73,50,50,50,"decoupled",0.5,0
"563",282,1,1,50,9,96,51,51,50,"decoupled",0.75,0.5
"564",282,2,1,50,92,5,51,51,50,"decoupled",0.75,0.5
"565",283,1,1,50,7,97,50,50,50,"decoupled",0.75,0.5
"566",283,2,1,50,94,4,50,50,50,"decoupled",0.75,0.5
"567",284,1,1,50,54,27,50,50,50,"decoupled",0.75,0.5
"568",284,2,1,50,47,74,50,50,50,"decoupled",0.75,0.5
"569",285,1,1,50,60,40,50,50,50,"decoupled",0.5,0
"570",285,2,1,50,40,60,50,50,50,"decoupled",0.5,0
"571",286,1,1,50,30,36,51,51,50,"decoupled",0.75,0.5
"572",286,2,1,50,71,65,51,51,50,"decoupled",0.75,0.5
"573",287,1,1,50,40,30,50,50,50,"decoupled",0.75,0.5
"574",287,2,1,50,60,70,50,50,50,"decoupled",0.75,0.5
"575",288,1,1,50,8,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"576",288,2,1,50,93,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"577",289,1,1,50,28,64,50,50,50,"decoupled",0.75,0.5
"578",289,2,1,50,73,37,50,50,50,"decoupled",0.75,0.5
"579",290,1,1,50,52,75,50,50,50,"decoupled",0.75,0.5
"580",290,2,1,50,49,26,50,50,50,"decoupled",0.75,0.5
"581",291,1,1,50,56,78,50,50,50,"decoupled",0.75,0.5
"582",291,2,1,50,45,23,50,50,50,"decoupled",0.75,0.5
"583",292,1,1,50,40,31,50,50,50,"decoupled",0.75,0.5
"584",292,2,1,50,61,70,50,50,50,"decoupled",0.75,0.5
"585",293,1,1,50,78,89,50,50,50,"decoupled",0.75,0.5
"586",293,2,1,50,23,12,50,50,50,"decoupled",0.75,0.5
"587",294,1,1,50,74,87,50,50,50,"decoupled",0.75,0.5
"588",294,2,1,50,27,14,50,50,50,"decoupled",0.75,0.5
"589",295,1,1,50,28,14,50,50,51,"decoupled",0.75,0.5
"590",295,2,1,50,73,87,50,50,51,"decoupled",0.75,0.5
"591",296,1,1,50,20,20,50,50,50,"decoupled",0.5,0
"592",296,2,1,50,80,80,50,50,50,"decoupled",0.5,0
"593",297,1,1,50,88,44,50,50,50,"decoupled",0.75,0.5
"594",297,2,1,50,13,57,50,50,50,"decoupled",0.75,0.5
"595",298,1,1,50,34,34,50,50,50,"decoupled",0.75,0.5
"596",298,2,1,50,67,67,50,50,50,"decoupled",0.75,0.5
"597",299,1,1,50,68,32,50,50,50,"decoupled",0.5,0
"598",299,2,1,50,32,68,50,50,50,"decoupled",0.5,0
"599",300,1,1,50,34,84,50,50,50,"decoupled",0.75,0.5
"600",300,2,1,50,67,17,50,50,50,"decoupled",0.75,0.5
"601",301,1,1,50,23,62,50,50,50,"decoupled",0.75,0.5
"602",301,2,1,50,78,39,50,50,50,"decoupled",0.75,0.5
"603",302,1,1,50,45,78,50,50,50,"decoupled",0.75,0.5
"604",302,2,1,50,55,23,50,50,50,"decoupled",0.75,0.5
"605",303,1,1,51,20,60,50,50,51,"decoupled",0.75,0.5
"606",303,2,1,51,81,41,50,50,51,"decoupled",0.75,0.5
"607",304,1,1,50,57,22,50,50,50,"decoupled",0.75,0.5
"608",304,2,1,50,44,79,50,50,50,"decoupled",0.75,0.5
"609",305,1,1,50,22,11,50,50,50,"decoupled",0.75,0.5
"610",305,2,1,50,79,90,50,50,50,"decoupled",0.75,0.5
"611",306,1,1,50,16,16,50,50,50,"decoupled",0.5,0
"612",306,2,1,50,85,85,50,50,50,"decoupled",0.5,0
"613",307,1,1,50,12,89,50,50,50,"decoupled",0.5,0
"614",307,2,1,50,89,12,50,50,50,"decoupled",0.5,0
"615",308,1,1,50,28,64,50,50,50,"decoupled",0.75,0.5
"616",308,2,1,50,73,37,50,50,50,"decoupled",0.75,0.5
"617",309,1,1,50,78,89,50,50,50,"decoupled",0.75,0.5
"618",309,2,1,50,23,12,50,50,50,"decoupled",0.75,0.5
"619",310,1,1,50,69,16,50,50,50,"decoupled",0.75,0.5
"620",310,2,1,50,32,85,50,50,50,"decoupled",0.75,0.5
"621",311,1,1,50,35,35,50,50,50,"decoupled",0.5,0
"622",311,2,1,50,65,65,50,50,50,"decoupled",0.5,0
"623",312,1,1,50,53,74,51,51,50,"decoupled",0.75,0.5
"624",312,2,1,50,48,27,51,51,50,"decoupled",0.75,0.5
"625",313,1,1,50,20,91,50,50,50,"decoupled",0.75,0.5
"626",313,2,1,50,81,10,50,50,50,"decoupled",0.75,0.5
"627",314,1,1,50,74,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"628",314,2,1,50,27,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"629",315,1,1,50,38,19,50,50,50,"decoupled",0.75,0.5
"630",315,2,1,50,63,82,50,50,50,"decoupled",0.75,0.5
"631",316,1,1,50,70,85,50,50,50,"decoupled",0.75,0.5
"632",316,2,1,50,31,16,50,50,50,"decoupled",0.75,0.5
"633",317,1,1,50,55,55,50,50,50,"decoupled",0.5,0
"634",317,2,1,50,46,46,50,50,50,"decoupled",0.5,0
"635",318,1,1,50,61,40,50,50,50,"decoupled",0.5,0
"636",318,2,1,50,40,61,50,50,50,"decoupled",0.5,0
"637",319,1,1,50,28,14,50,50,50,"decoupled",0.75,0.5
"638",319,2,1,50,73,87,50,50,50,"decoupled",0.75,0.5
"639",320,1,1,50,39,31,51,51,50,"decoupled",0.75,0.5
"640",320,2,1,50,62,70,51,51,50,"decoupled",0.75,0.5
"641",321,1,1,50,22,79,50,50,50,"decoupled",0.5,0
"642",321,2,1,50,79,22,50,50,50,"decoupled",0.5,0
"643",322,1,1,50,52,26,50,50,50,"decoupled",0.75,0.5
"644",322,2,1,50,49,75,50,50,50,"decoupled",0.75,0.5
"645",323,1,1,50,6,48,50,50,50,"decoupled",0.75,0.5
"646",323,2,1,50,95,53,50,50,50,"decoupled",0.75,0.5
"647",324,1,1,50,45,28,50,50,51,"decoupled",0.75,0.5
"648",324,2,1,50,56,73,50,50,51,"decoupled",0.75,0.5
"649",325,1,1,50,65,33,50,50,50,"decoupled",0.75,0.5
"650",325,2,1,50,36,68,50,50,50,"decoupled",0.75,0.5
"651",326,1,1,50,69,35,50,50,50,"decoupled",0.75,0.5
"652",326,2,1,50,32,66,50,50,50,"decoupled",0.75,0.5
"653",327,1,1,50,18,42,50,50,51,"decoupled",0.75,0.5
"654",327,2,1,50,83,59,50,50,51,"decoupled",0.75,0.5
"655",328,1,1,50,19,10,50,50,50,"decoupled",0.75,0.5
"656",328,2,1,50,82,91,50,50,50,"decoupled",0.75,0.5
"657",329,1,1,51,46,73,50,50,51,"decoupled",0.75,0.5
"658",329,2,1,51,55,28,50,50,51,"decoupled",0.75,0.5
"659",330,1,1,51,68,33,51,51,51,"decoupled",0.5,0
"660",330,2,1,51,33,68,51,51,51,"decoupled",0.5,0
"661",331,1,1,50,59,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"662",331,2,1,50,42,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"663",332,1,1,50,79,11,50,50,50,"decoupled",0.75,0.5
"664",332,2,1,50,22,90,50,50,50,"decoupled",0.75,0.5
"665",333,1,1,50,86,86,50,50,50,"decoupled",0.5,0
"666",333,2,1,50,15,15,50,50,50,"decoupled",0.5,0
"667",334,1,1,50,75,75,50,50,50,"decoupled",0.5,0
"668",334,2,1,50,25,25,50,50,50,"decoupled",0.5,0
"669",335,1,1,50,73,37,50,50,50,"decoupled",0.75,0.5
"670",335,2,1,50,28,64,50,50,50,"decoupled",0.75,0.5
"671",336,1,1,51,60,60,50,50,51,"decoupled",0.5,0
"672",336,2,1,51,41,41,50,50,51,"decoupled",0.5,0
"673",337,1,1,50,36,68,50,50,50,"decoupled",0.75,0.5
"674",337,2,1,50,65,33,50,50,50,"decoupled",0.75,0.5
"675",338,1,1,50,16,8,50,50,50,"decoupled",0.75,0.5
"676",338,2,1,50,85,93,50,50,50,"decoupled",0.75,0.5
"677",339,1,1,50,39,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"678",339,2,1,50,62,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"679",340,1,1,50,15,86,50,50,50,"decoupled",0.5,0
"680",340,2,1,50,86,15,50,50,50,"decoupled",0.5,0
"681",341,1,1,50,31,85,50,50,50,"decoupled",0.75,0.5
"682",341,2,1,50,70,16,50,50,50,"decoupled",0.75,0.5
"683",342,1,1,50,42,59,50,50,50,"decoupled",0.5,0
"684",342,2,1,50,59,42,50,50,50,"decoupled",0.5,0
"685",343,1,1,50,82,19,50,50,50,"decoupled",0.5,0
"686",343,2,1,50,19,82,50,50,50,"decoupled",0.5,0
"687",344,1,1,50,54,24,50,50,50,"decoupled",0.75,0.5
"688",344,2,1,50,47,77,50,50,50,"decoupled",0.75,0.5
"689",345,1,1,50,16,58,50,50,50,"decoupled",0.75,0.5
"690",345,2,1,50,85,43,50,50,50,"decoupled",0.75,0.5
"691",346,1,1,51,47,51,51,51,51,"CM 1, 2 causes coupling in FR 1",1,1
"692",346,2,1,51,54,51,51,51,51,"CM 1, 2 causes coupling in FR 1",1,1
"693",347,1,1,50,75,63,50,50,50,"decoupled",0.75,0.5
"694",347,2,1,50,25,38,50,50,50,"decoupled",0.75,0.5
"695",348,1,1,50,90,90,50,50,50,"decoupled",0.5,0
"696",348,2,1,50,10,10,50,50,50,"decoupled",0.5,0
"697",349,1,1,50,32,69,50,50,50,"decoupled",0.5,0
"698",349,2,1,50,69,32,50,50,50,"decoupled",0.5,0
"699",350,1,1,50,30,30,50,50,50,"decoupled",0.5,0
"700",350,2,1,50,70,70,50,50,50,"decoupled",0.5,0
"701",351,1,1,50,19,19,50,50,50,"decoupled",0.5,0
"702",351,2,1,50,82,82,50,50,50,"decoupled",0.5,0
"703",352,1,1,50,92,96,51,51,50,"decoupled",0.75,0.5
"704",352,2,1,50,9,5,51,51,50,"decoupled",0.75,0.5
"705",353,1,1,50,77,62,50,50,50,"decoupled",0.75,0.5
"706",353,2,1,50,24,39,50,50,50,"decoupled",0.75,0.5
"707",354,1,1,50,79,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"708",354,2,1,50,22,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"709",355,1,1,50,38,69,50,50,50,"decoupled",0.75,0.5
"710",355,2,1,50,63,32,50,50,50,"decoupled",0.75,0.5
"711",356,1,1,50,32,16,50,50,50,"decoupled",0.75,0.5
"712",356,2,1,50,69,85,50,50,50,"decoupled",0.75,0.5
"713",357,1,1,50,85,43,50,50,50,"decoupled",0.75,0.5
"714",357,2,1,50,16,58,50,50,50,"decoupled",0.75,0.5
"715",358,1,1,50,90,45,50,50,50,"decoupled",0.75,0.5
"716",358,2,1,50,10,55,50,50,50,"decoupled",0.75,0.5
"717",359,1,1,50,23,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"718",359,2,1,50,78,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"719",360,1,1,50,32,32,50,50,50,"decoupled",0.5,0
"720",360,2,1,50,69,69,50,50,50,"decoupled",0.5,0
"721",361,1,1,50,73,37,50,50,50,"decoupled",0.75,0.5
"722",361,2,1,50,28,64,50,50,50,"decoupled",0.75,0.5
"723",362,1,1,50,61,40,50,50,50,"decoupled",0.5,0
"724",362,2,1,50,40,61,50,50,50,"decoupled",0.5,0
"725",363,1,1,50,69,35,50,50,50,"decoupled",0.75,0.5
"726",363,2,1,50,32,66,50,50,50,"decoupled",0.75,0.5
"727",364,1,1,50,57,79,50,50,50,"decoupled",0.75,0.5
"728",364,2,1,50,44,22,50,50,50,"decoupled",0.75,0.5
"729",365,1,1,50,51,26,50,50,50,"decoupled",0.75,0.5
"730",365,2,1,50,50,75,50,50,50,"decoupled",0.75,0.5
"731",366,1,1,50,38,69,50,50,50,"decoupled",0.75,0.5
"732",366,2,1,50,63,32,50,50,50,"decoupled",0.75,0.5
"733",367,1,1,50,33,68,50,50,50,"decoupled",0.5,0
"734",367,2,1,50,68,33,50,50,50,"decoupled",0.5,0
"735",368,1,1,50,92,46,50,50,50,"decoupled",0.75,0.5
"736",368,2,1,50,9,55,50,50,50,"decoupled",0.75,0.5
"737",369,1,1,50,57,79,50,50,50,"decoupled",0.75,0.5
"738",369,2,1,50,44,22,50,50,50,"decoupled",0.75,0.5
"739",370,1,1,50,19,82,50,50,50,"decoupled",0.5,0
"740",370,2,1,50,82,19,50,50,50,"decoupled",0.5,0
"741",371,1,1,50,70,70,50,50,50,"decoupled",0.5,0
"742",371,2,1,50,31,31,50,50,50,"decoupled",0.5,0
"743",372,1,1,50,30,65,51,51,50,"decoupled",0.75,0.5
"744",372,2,1,50,71,36,51,51,50,"decoupled",0.75,0.5
"745",373,1,1,50,25,75,50,50,50,"decoupled",0.5,0
"746",373,2,1,50,75,25,50,50,50,"decoupled",0.5,0
"747",374,1,1,50,26,75,50,50,50,"decoupled",0.5,0
"748",374,2,1,50,75,26,50,50,50,"decoupled",0.5,0
"749",375,1,1,50,58,79,50,50,50,"decoupled",0.75,0.5
"750",375,2,1,50,43,22,50,50,50,"decoupled",0.75,0.5
"751",376,1,1,50,27,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"752",376,2,1,50,74,50,50,50,50,"CM 1, 2 causes coupling in FR 1",1,1
"753",377,1,1,50,29,86,50,50,50,"decoupled",0.75,0.5
"754",377,2,1,50,72,15,50,50,50,"decoupled",0.75,0.5
"755",378,1,1,50,35,68,50,50,50,"decoupled",0.75,0.5
"756",378,2,1,50,65,33,50,50,50,"decoupled",0.75,0.5
"757",379,1,1,50,37,64,50,50,50,"decoupled",0.5,0
"758",379,2,1,50,64,37,50,50,50,"decoupled",0.5,0
"759",380,1,1,51,67,67,50,50,51,"decoupled",0.75,0.5
"760",380,2,1,51,34,34,50,50,51,"decoupled",0.75,0.5
"761",381,1,1,51,5,96,51,51,51,"decoupled",0.5,0
"762",381,2,1,51,96,5,51,51,51,"decoupled",0.5,0
"763",382,1,1,50,85,43,50,50,50,"decoupled",0.75,0.5
"764",382,2,1,50,16,58,50,50,50,"decoupled",0.75,0.5
"765",383,1,1,50,58,72,50,50,50,"decoupled",0.75,0.5
"766",383,2,1,50,43,29,50,50,50,"decoupled",0.75,0.5
"767",384,1,1,50,80,80,50,50,50,"decoupled",0.5,0
"768",384,2,1,50,20,20,50,50,50,"decoupled",0.5,0
"769",385,1,1,50,47,47,50,50,50,"decoupled",0.5,0
"770",385,2,1,50,54,54,50,50,50,"decoupled",0.5,0
"771",386,1,1,50,43,72,50,50,50,"decoupled",0.75,0.5
"772",386,2,1,50,58,29,50,50,50,"decoupled",0.75,0.5
"773",387,1,1,50,32,35,50,50,50,"decoupled",0.75,0.5
"774",387,2,1,50,69,66,50,50,50,"decoupled",0.75,0.5
"775",388,1,1,51,28,64,50,50,51,"decoupled",0.75,0.5
"776",388,2,1,51,73,37,50,50,51,"decoupled",0.75,0.5
"777",389,1,1,50,36,18,50,50,50,"decoupled",0.75,0.5
