"","o","nn","NUMB_C","NUMB_CN","NUMB_FR","NUMB_CM","NUMB_PV","NUMB_RC","DENS_CCN","DENS_CNFR","DENS_FRCM","DENS_CMPV","DENS_PVRC","Q_VAR","RCC_VAR","DENS_FRCM_m","DIFF_COST","Total cost of each product","CCB"
"C212",13,13,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,70.445458733649,1.53142301594889
"C113",14,14,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.333333333333333,0,58.8527912981452,0.754522965360836
"C213",14,14,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.333333333333333,0,41.1472087018548,1.78900907399369
"C114",15,15,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,74.9588909573207,1.11878941727344
"C214",15,15,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,25.0411090426793,0.736503207137626
"C115",16,16,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,46.4511624621811,1.10598005862336
"C215",16,16,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,53.5488375378189,0.907607415895235
"C116",17,17,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,5.09420482859605,0.154369843290789
"C216",17,17,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,94.905795171404,1.395673458403
"C117",18,18,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,48.4714832143712,0.865562200256628
"C217",18,18,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,51.5285167856288,1.14507815079175
"C118",19,19,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.333333333333333,0,69.8703551779845,1.51892076473879
"C218",19,19,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.333333333333333,0,30.1296448220155,0.547811724036645
"C119",20,20,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.333333333333333,0,16.7161370941467,0.477603916975621
"C219",20,20,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.333333333333333,0,83.2838629058533,1.26187671069475
"C120",21,21,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,10.9618990931714,0.166089380199566
"C220",21,21,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,89.0381009068286,2.5439457401951
"C121",22,22,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,48.4770870782864,0.712898339386564
"C221",22,22,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,51.5229129217136,1.56130039156708
"C122",23,23,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,3.25813957753156,0.232724255537968
"C222",23,23,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,96.7418604224684,1.11197540715481
"C123",24,24,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,56.1910877154773,1.19555505777611
"C223",24,24,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,43.8089122845227,0.811276153417087
"C124",25,25,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,74.6389057177614,2.48796352392538
"C224",25,25,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,25.3610942822386,0.357198511017445
"C125",26,26,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,43.5642427347212,8.71284854694425
"C225",26,26,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,56.4357572652788,0.58787247151332
"C126",27,27,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,85.0536558707291,1.18130077598235
"C226",27,27,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,14.9463441292709,0.515391176871411
"C127",28,28,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,25.4829162995775,2.12357635829812
"C227",28,28,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,74.5170837004225,0.837270603375534
"C128",29,29,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,63.5969467294846,0.794961834118558
"C228",29,29,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,36.4030532705154,1.7334787271674
"C129",30,30,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.777777777777778,0,13.9374361225851,0.348435903064626
"C229",30,30,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.777777777777778,0,86.0625638774149,1.41086170290844
"C130",31,31,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,84.2761475351908,0.896554761012668
"C230",31,31,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,15.7238524648092,2.24626463782988
"C131",32,32,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,9.59397561745123,1.59899593624187
"C231",32,32,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,90.4060243825488,0.951642361921566
"C132",33,33,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,60.0434432724714,2.22383123231375
"C232",33,33,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,39.9565567275286,0.539953469290927
"C133",34,34,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,54.4197470510288,1.11060708267406
"C233",34,34,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,45.5802529489712,0.876543325941753
"C134",35,35,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,63.0406013593718,1.85413533409917
"C234",35,35,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,36.9593986406282,0.551632815531764
"C135",36,36,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,83.4485919073031,0.86029476193096
"C235",36,36,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,16.5514080926969,4.13785202317422
"C136",37,37,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,43.554617204805,0.764116091312368
"C236",37,37,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,56.445382795195,1.2828496089817
"C137",38,38,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,75.4700420105276,1.21725874210528
"C237",38,38,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,24.5299579894723,0.628973281781342
"C138",39,39,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,60.7242231653854,0.788626274875135
"C238",39,39,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,39.2757768346146,1.63649070144227
"C139",40,40,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,76.2366723428683,1.21010591020426
"C239",40,40,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,23.7633276571317,0.625350727819256
"C140",41,41,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,23.6400923240091,0.716366434060883
"C240",41,41,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,76.3599076759909,1.12293981876457
"C141",42,42,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,85.32465988968,0.948051776552
"C241",42,42,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,14.67534011032,1.33412182821091
"C142",43,43,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,49.6749198548623,0.827915330914371
"C242",43,43,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,50.3250801451377,1.2274409791497
"C143",44,44,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.777777777777778,0,84.4509448306637,1.96397546117822
"C243",44,44,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.777777777777778,0,15.5490551693363,0.268087158092005
"C144",45,45,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,29.8138272758982,1.10421582503327
"C244",45,45,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,70.1861727241018,0.948461793568943
"C145",46,46,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,31.0261762123696,3.44735291248551
"C245",46,46,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,68.9738237876304,0.749715475952505
"C146",47,47,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,1.85218556779385,0.0474919376357397
"C246",47,47,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,98.1478144322062,1.58302926503558
"C147",48,48,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,12.1206129673841,2.42412259347682
"C247",48,48,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,87.8793870326159,0.915410281589749
"C148",49,49,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,30.2521008403361,1.68067226890756
"C248",49,49,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,69.7478991596639,0.840336134453781
"C149",50,50,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,5.40902526727493,0.901504211212488
"C249",50,50,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,94.5909747327251,0.99569447087079
"C150",51,51,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,43.3737924886134,0.903620676846112
"C250",51,51,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,56.6262075113866,1.0684190096488
"C151",52,52,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,2.6260903590839,0.375155765583414
"C251",52,52,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,97.3739096409161,1.03589265575443
"C152",53,53,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,59.5492410797422,0.815743028489619
"C252",53,53,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,40.4507589202578,1.44466996143778
"C153",54,54,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,67.3267326732673,0.99009900990099
"C253",54,54,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,32.6732673267327,0.99009900990099
"C154",55,55,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,94.8673948780503,1.00922760508564
"C254",55,55,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,5.1326051219497,0.733229303135671
"C155",56,56,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.777777777777778,0,74.9124698388143,1.02619821697006
"C255",56,56,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.777777777777778,0,25.0875301611857,0.895983220042347
"C156",57,57,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,67.38312621247,0.757113777668202
"C256",57,57,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,32.61687378753,2.7180728156275
"C157",58,58,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,8.24685116571374,0.147265199387745
"C257",58,58,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,91.7531488342863,2.03895886298414
"C158",59,59,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,13.9078507400046,0.195885221690205
"C258",59,59,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,86.0921492599954,2.86973830866651
"C159",60,60,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,8.16811674102269,0.143300293702152
"C259",60,60,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,91.8318832589773,2.08708825588585
"C160",61,61,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,1.07237401141839,0.0357458003806131
"C260",61,61,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,98.9276259885816,1.3933468449096
"C161",62,62,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,8.92245616543224,0.557653510339515
"C261",62,62,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,91.0775438345678,1.0715005157008
"C162",63,63,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,96.4424172862743,1.00460851339869
"C262",63,63,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,3.55758271372573,0.711516542745146
"C163",64,64,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,65.3011295300795,1.1456338514049
"C263",64,64,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,34.6988704699205,0.788610692498192
"C164",65,65,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,97.0055459262432,1.10233574916185
"C264",65,65,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,2.99445407375678,0.230342621058214
"C165",66,66,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,49.4555538955895,1.33663659177269
"C265",66,66,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,50.5444461044105,0.789756970381414
"C166",67,67,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,39.1384249543405,1.56553699817362
"C266",67,67,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,60.8615750456595,0.800810197969204
"C167",68,68,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,84.3284693159199,0.9692927507577
"C267",68,68,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,15.6715306840801,1.11939504886286
"C168",69,69,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,97.4020456420941,1.04733382410854
"C268",69,69,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,2.5979543579059,0.324744294738237
"C169",70,70,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,17.9646481848446,1.63314983498587
"C269",70,70,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,82.0353518151554,0.911503909057282
"C170",71,71,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,61.8339710687541,1.04803340794499
"C270",71,71,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,38.1660289312459,0.908714974553473
"C171",72,72,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,49.31462651981,1.76123666142179
"C271",72,72,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,50.68537348019,0.694320184660136
"C172",73,73,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,95.7462732974163,1.1005318769818
"C272",73,73,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,4.2537267025837,0.303837621613122
"C173",74,74,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,8.88026235621932,0.444013117810966
"C273",74,74,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,91.1197376437807,1.12493503263927
"C174",75,75,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,12.8712871287129,0.99009900990099
"C274",75,75,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,87.1287128712871,0.99009900990099
"C175",76,76,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,47.5611272742524,0.86474776862277
"C275",76,76,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,52.4388727257476,1.13997549403799
"C176",77,77,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,86.6108786610879,1.25523012552301
"C276",77,77,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,13.3891213389121,0.418410041841004
"C177",78,78,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,26.8957854427148,0.815023801294387
"C277",78,78,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,73.1042145572852,1.07506197878361
"C178",79,79,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,65.8043337298035,1.07875956934104
"C278",79,79,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,34.1956662701965,0.854891656754913
"C179",80,80,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,91.2128131331247,1.14016016416406
"C279",80,80,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,8.78718686687531,0.418437469851205
"C180",81,81,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,24.0512861789918,0.471593846646899
"C280",81,81,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,75.9487138210082,1.51897427642016
"C181",82,82,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,86.1177220716144,1.45962240799346
"C281",82,82,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,13.8822779283856,0.330530426866323
"C182",83,83,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,70.3695168034214,2.0105576229549
"C282",83,83,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,29.6304831965786,0.448946715099675
"C183",84,84,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,82.0435904551335,1.17205129221619
"C283",84,84,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,17.9564095448665,0.579239017576339
"C184",85,85,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,29.4871794871795,0.641025641025641
"C284",85,85,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,70.5128205128205,1.28205128205128
"C185",86,86,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,68.4959481116707,1.55672609344706
"C285",86,86,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,31.5040518883293,0.552702664707531
"C186",87,87,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,68.423520348046,1.39639837444992
"C286",87,87,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,31.576479651954,0.607239993306807
"C187",88,88,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,48.401997010319,1.02982972362381
"C287",88,88,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,51.598002989681,0.955518573882981
"C188",89,89,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,11.0118248513645,1.10118248513645
"C288",89,89,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,88.9881751486355,0.97789203460039
"C189",90,90,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,83.1442886779534,1.01395473997504
"C289",90,90,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,16.8557113220466,0.887142701160348
"C190",91,91,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,28.5413007781202,1.24092612078784
"C290",91,91,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,71.4586992218798,0.91613716951128
"C191",92,92,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,19.0397544129905,1.00209233752581
"C291",92,92,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,80.9602455870095,0.987320068134263
"C192",93,93,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,65.1950715844152,1.18536493789846
"C292",93,93,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,34.8049284155848,0.75662887859967
"C193",94,94,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,29.225247859317,0.913288995603656
"C293",94,94,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,70.774752140683,1.02572104551715
"C194",95,95,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,3.90753201605966,0.0751448464626857
"C294",95,95,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.444444444444444,0,96.0924679839404,1.96107077518246
