"","o","nn","NUMB_C","NUMB_CN","NUMB_FR","NUMB_CM","NUMB_PV","NUMB_RC","DENS_CCN","DENS_CNFR","DENS_FRCM","DENS_CMPV","DENS_PVRC","Q_VAR","RCC_VAR","DIFF_COST"
"2771",2771,71,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-331039.566589341
"2772",2772,72,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-504851.894147118
"2773",2773,73,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-435966.384568402
"2774",2774,74,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-310414.466446012
"2775",2775,75,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-590292.349395396
"2776",2776,76,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-599610.192242294
"2777",2777,77,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-629234.976834394
"2778",2778,78,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-223391.853220738
"2779",2779,79,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,100502.622151428
"2780",2780,80,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-315907.375266103
"2781",2781,81,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-517447.35586905
"2782",2782,82,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-21980.4630192914
"2783",2783,83,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-388448.185127667
"2784",2784,84,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-253560.55689811
"2785",2785,85,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,226796.284637005
"2786",2786,86,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-710297.216302034
"2787",2787,87,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,457100.337178651
"2788",2788,88,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-433459.207585031
"2789",2789,89,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-423857.459892472
"2790",2790,90,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-291009.163169351
"2791",2791,91,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-304289.146338191
"2792",2792,92,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-101175.357613854
"2793",2793,93,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-369176.232432803
"2794",2794,94,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,412806.251491743
"2795",2795,95,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-446601.706146064
"2796",2796,96,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-139390.642215534
"2797",2797,97,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-483270.508895027
"2798",2798,98,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-203364.112215387
"2799",2799,99,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,224135.54140081
"2800",2800,100,3,3,3,9,3,3,2,2,0.8,0.6,2,-1,-1,-36860.3766614441
"2801",2801,1,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-696495.180697914
"2802",2802,2,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-700153.704789868
"2803",2803,3,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-234961.607281009
"2804",2804,4,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-778827.687854096
"2805",2805,5,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-401127.542981793
"2806",2806,6,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-551547.818428532
"2807",2807,7,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-555416.431172636
"2808",2808,8,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-732817.058052753
"2809",2809,9,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-682576.514270947
"2810",2810,10,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-220132.771596879
"2811",2811,11,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-310638.171470769
"2812",2812,12,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-628981.092406484
"2813",2813,13,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-575007.206379154
"2814",2814,14,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,411526.691314935
"2815",2815,15,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-775550.657713954
"2816",2816,16,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-254447.178170327
"2817",2817,17,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-764526.703497969
"2818",2818,18,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-488997.785482249
"2819",2819,19,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-418457.730804138
"2820",2820,20,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-472071.271236143
"2821",2821,21,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-439210.973957359
"2822",2822,22,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-428016.713769744
"2823",2823,23,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-262980.306042088
"2824",2824,24,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-251359.254718011
"2825",2825,25,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-517835.271058227
"2826",2826,26,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-437075.780241055
"2827",2827,27,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-416076.528780434
"2828",2828,28,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-695386.423279542
"2829",2829,29,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-465283.015594553
"2830",2830,30,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-613555.668562386
"2831",2831,31,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,216367.06145154
"2832",2832,32,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-401541.944339594
"2833",2833,33,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-83647.4159913619
"2834",2834,34,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-402023.913618712
"2835",2835,35,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-151082.862323325
"2836",2836,36,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-666455.740330163
"2837",2837,37,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-721753.112947675
"2838",2838,38,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-635888.328253568
"2839",2839,39,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-457933.894069467
"2840",2840,40,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-261528.905131234
"2841",2841,41,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-312018.194262597
"2842",2842,42,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-696259.551229878
"2843",2843,43,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-20834.4173845271
"2844",2844,44,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-453554.828761991
"2845",2845,45,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-680999.078467393
"2846",2846,46,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-352237.857920721
"2847",2847,47,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-267365.337527476
"2848",2848,48,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-358722.882487608
"2849",2849,49,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-158477.793470653
"2850",2850,50,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,124883.446776951
"2851",2851,51,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-552413.972358574
"2852",2852,52,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-32529.0798808803
"2853",2853,53,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-543972.753809544
"2854",2854,54,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-301698.830663041
"2855",2855,55,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-625875.643543249
"2856",2856,56,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-51608.9437289521
"2857",2857,57,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-672472.294982507
"2858",2858,58,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-84469.6219901451
"2859",2859,59,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-276273.221953497
"2860",2860,60,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,100781.030054389
"2861",2861,61,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-482260.823884324
"2862",2862,62,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-427076.768463808
"2863",2863,63,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-264246.354470151
"2864",2864,64,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-671541.74062699
"2865",2865,65,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-381115.805796419
"2866",2866,66,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-599735.807949581
"2867",2867,67,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-251087.699139862
"2868",2868,68,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-420298.35081307
"2869",2869,69,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-469801.245537676
"2870",2870,70,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-714754.847214049
"2871",2871,71,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-324778.15595199
"2872",2872,72,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-489120.151336586
"2873",2873,73,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-525472.217806872
"2874",2874,74,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-498224.621642277
"2875",2875,75,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-325491.609421511
"2876",2876,76,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-722796.033202434
"2877",2877,77,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-484991.47000809
"2878",2878,78,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-439723.320365595
"2879",2879,79,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-710918.006477772
"2880",2880,80,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-475064.65463496
"2881",2881,81,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-309456.564930899
"2882",2882,82,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-708255.526884858
"2883",2883,83,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-593096.342697167
"2884",2884,84,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-70929.755683825
"2885",2885,85,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-729027.305506732
"2886",2886,86,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-206699.04169673
"2887",2887,87,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-200386.326084021
"2888",2888,88,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-449254.792799739
"2889",2889,89,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-80030.0670775065
"2890",2890,90,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-703953.554077299
"2891",2891,91,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-546186.536177067
"2892",2892,92,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-208710.893939876
"2893",2893,93,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-559130.473900949
"2894",2894,94,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-32099.6593863093
"2895",2895,95,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-217104.494211862
"2896",2896,96,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-430552.832284781
"2897",2897,97,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-710331.565696212
"2898",2898,98,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-454779.565541402
"2899",2899,99,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-537709.25755355
"2900",2900,100,3,3,3,9,3,3,2,2,0.8,0.8,2,-1,-1,-263938.632721383
"2901",2901,1,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-748915.213757389
"2902",2902,2,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,186676.032328585
"2903",2903,3,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-311437.437849436
"2904",2904,4,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-387171.787890098
"2905",2905,5,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-529535.314006688
"2906",2906,6,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-552058.647631593
"2907",2907,7,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-778768.603727218
"2908",2908,8,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-562093.389961792
"2909",2909,9,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-544892.413404114
"2910",2910,10,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-394776.909548578
"2911",2911,11,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-400999.418252671
"2912",2912,12,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-529847.213040773
"2913",2913,13,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-476941.004589425
"2914",2914,14,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-379082.359368508
"2915",2915,15,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-700316.657907809
"2916",2916,16,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-457938.801286251
"2917",2917,17,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-552438.018720208
"2918",2918,18,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-574983.392737126
"2919",2919,19,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-286780.526311666
"2920",2920,20,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-558358.775416914
"2921",2921,21,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-646898.012336035
"2922",2922,22,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-366079.925366226
"2923",2923,23,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-569107.524339235
"2924",2924,24,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-726144.360257157
"2925",2925,25,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-476360.642527087
"2926",2926,26,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-450596.3546577
"2927",2927,27,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-441177.543474842
"2928",2928,28,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-485773.493509692
"2929",2929,29,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-445306.755820718
"2930",2930,30,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-425250.426982492
"2931",2931,31,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-356147.748906407
"2932",2932,32,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-183660.284753302
"2933",2933,33,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-670856.293692565
"2934",2934,34,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-555875.729917759
"2935",2935,35,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-479553.18652295
"2936",2936,36,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-422955.513985165
"2937",2937,37,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-463403.090767023
"2938",2938,38,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-282397.826253851
"2939",2939,39,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-781315.823949486
"2940",2940,40,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-534935.491114396
"2941",2941,41,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-161874.682484679
"2942",2942,42,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-765748.975162924
"2943",2943,43,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-565701.477304416
"2944",2944,44,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-562904.133037006
"2945",2945,45,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-742776.143189085
"2946",2946,46,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-384436.843763259
"2947",2947,47,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-246737.511611325
"2948",2948,48,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-653313.429681183
"2949",2949,49,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-458955.258145311
"2950",2950,50,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-615729.701082839
"2951",2951,51,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-731546.724830253
"2952",2952,52,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-410159.669615573
"2953",2953,53,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-827219.847022763
"2954",2954,54,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-628155.2830981
"2955",2955,55,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-437153.362775289
"2956",2956,56,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-558631.13283083
"2957",2957,57,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-733722.911255555
"2958",2958,58,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-815374.938580767
"2959",2959,59,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-416972.789573811
"2960",2960,60,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-606909.75213879
"2961",2961,61,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-640618.137842588
"2962",2962,62,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-228335.557451632
"2963",2963,63,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-770008.466229367
"2964",2964,64,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-764426.661796028
"2965",2965,65,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-146575.644147437
"2966",2966,66,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-415943.071279152
"2967",2967,67,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-783973.352481956
"2968",2968,68,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-699473.326942061
"2969",2969,69,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-577232.441560024
"2970",2970,70,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-484608.459036557
"2971",2971,71,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-258942.64310675
"2972",2972,72,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-608894.23082935
"2973",2973,73,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-413773.619120063
"2974",2974,74,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-594891.565464393
"2975",2975,75,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-594686.416976194
"2976",2976,76,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-478020.546523684
"2977",2977,77,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-153121.84617443
"2978",2978,78,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-553393.014006349
"2979",2979,79,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-377163.539403474
"2980",2980,80,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-761567.643050789
"2981",2981,81,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-342417.479257253
"2982",2982,82,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-599198.796103167
"2983",2983,83,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-743824.184306193
"2984",2984,84,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-639397.906144541
"2985",2985,85,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-670687.50938474
"2986",2986,86,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-535583.838955038
"2987",2987,87,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-630797.783264262
"2988",2988,88,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-139914.693277175
"2989",2989,89,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-82714.454578141
"2990",2990,90,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-682934.73917784
"2991",2991,91,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-553265.811276342
"2992",2992,92,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-426794.088216712
"2993",2993,93,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-413179.770389282
"2994",2994,94,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-480303.778544593
"2995",2995,95,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-315911.124134572
"2996",2996,96,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-377454.618719479
"2997",2997,97,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-679650.909949877
"2998",2998,98,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-434343.140749458
"2999",2999,99,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-411241.909995424
"3000",3000,100,3,3,3,9,3,3,2,2,0.8,1,2,-1,-1,-449698.974488563
"3001",3001,1,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-329105.960105714
"3002",3002,2,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-676790.635210464
"3003",3003,3,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-624074.983171292
"3004",3004,4,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-594764.315359991
"3005",3005,5,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-557724.727910325
"3006",3006,6,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-486405.736148529
"3007",3007,7,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-429094.499820003
"3008",3008,8,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-500298.478135005
"3009",3009,9,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-707424.664826585
"3010",3010,10,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-432688.943455819
"3011",3011,11,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-350779.518234799
"3012",3012,12,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-526744.911241684
"3013",3013,13,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-650710.953987562
"3014",3014,14,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-563218.002946109
"3015",3015,15,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-551670.493073768
"3016",3016,16,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-593912.037196234
"3017",3017,17,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-471291.728046549
"3018",3018,18,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-472706.066419116
"3019",3019,19,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-535081.533394635
"3020",3020,20,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-339530.411867979
"3021",3021,21,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-388175.705723393
"3022",3022,22,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-432392.723869541
"3023",3023,23,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-547301.264307785
"3024",3024,24,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-503082.074832358
"3025",3025,25,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-463372.348340643
"3026",3026,26,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-426864.709253066
"3027",3027,27,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-497611.850026297
"3028",3028,28,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-603700.694810026
"3029",3029,29,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-537477.645324346
"3030",3030,30,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-555256.240416774
"3031",3031,31,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-342896.56229642
"3032",3032,32,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-418528.784405741
"3033",3033,33,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-369279.92488493
"3034",3034,34,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-345351.416391804
"3035",3035,35,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-584754.081860451
"3036",3036,36,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-569559.352034987
"3037",3037,37,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-537030.16477215
"3038",3038,38,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-566181.335046047
"3039",3039,39,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-602236.546905606
"3040",3040,40,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-607977.20962924
"3041",3041,41,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-676882.748760521
"3042",3042,42,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-530872.467840774
"3043",3043,43,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-557256.765560811
"3044",3044,44,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-621210.90008093
"3045",3045,45,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-478578.89346571
"3046",3046,46,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-503955.554797676
"3047",3047,47,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-421069.916319346
"3048",3048,48,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-661348.274588236
"3049",3049,49,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-669736.601717337
"3050",3050,50,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-623350.401683861
"3051",3051,51,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-469314.911885605
"3052",3052,52,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-627910.404196574
"3053",3053,53,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-687437.586339374
"3054",3054,54,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-462537.919356789
"3055",3055,55,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-588461.482479175
"3056",3056,56,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-512417.054803875
"3057",3057,57,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-411854.757475318
"3058",3058,58,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-459106.167187121
"3059",3059,59,3,3,3,9,3,3,2,2,1,0.2,2,-1,-1,-411499.18848438
