"","o","nn","NUMB_C","NUMB_CN","NUMB_FR","NUMB_CM","NUMB_PV","NUMB_RC","DENS_CCN","DENS_CNFR","DENS_FRCM","DENS_CMPV","DENS_PVRC","Q_VAR","RCC_VAR","DIFF_COST"
"865",865,65,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,366819.011147427
"866",866,66,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,497982.702566206
"867",867,67,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-348374.491659357
"868",868,68,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-506960.936313169
"869",869,69,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,485040.718002599
"870",870,70,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-92310.2119472053
"871",871,71,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,905737.993614608
"872",872,72,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-570378.166184234
"873",873,73,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,2459131.91944285
"874",874,74,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-325252.343073745
"875",875,75,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,63078.7707474668
"876",876,76,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-74563.5113845782
"877",877,77,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,131453.004697305
"878",878,78,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-5534.77962726388
"879",879,79,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-294264.52220232
"880",880,80,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-187448.150049822
"881",881,81,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,37910.9513683351
"882",882,82,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,70458.3765847696
"883",883,83,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,635181.535538733
"884",884,84,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-119908.770874289
"885",885,85,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,469283.858570951
"886",886,86,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,339501.701364683
"887",887,87,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,398059.666753171
"888",888,88,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-278611.30272644
"889",889,89,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,1110245.91821187
"890",890,90,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,257259.904437707
"891",891,91,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,1014495.94326387
"892",892,92,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,1465445.48085078
"893",893,93,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-26638.2995748775
"894",894,94,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,423846.812031105
"895",895,95,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,106068.387808018
"896",896,96,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-459984.215813105
"897",897,97,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-109090.080058201
"898",898,98,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-245573.77764445
"899",899,99,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,-1495.88704237383
"900",900,100,3,3,3,9,3,3,2,2,0.4,0.5,2,-1,-1,169782.304855556
"901",901,1,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-181972.039067139
"902",902,2,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,566649.106366239
"903",903,3,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,1294216.24651241
"904",904,4,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-189261.835909739
"905",905,5,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-547343.358498533
"906",906,6,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-133054.731240485
"907",907,7,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-113149.709202584
"908",908,8,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,512455.304184844
"909",909,9,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,2823709.29650522
"910",910,10,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-161699.849937869
"911",911,11,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,394652.122996436
"912",912,12,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,225457.35531812
"913",913,13,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-34179.2064309066
"914",914,14,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-362980.060591123
"915",915,15,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-418456.232489078
"916",916,16,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,168170.613637937
"917",917,17,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,437619.087516465
"918",918,18,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-91377.5359676201
"919",919,19,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,2063065.29314286
"920",920,20,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,570526.300624186
"921",921,21,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-280296.630493458
"922",922,22,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-103222.626656952
"923",923,23,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-54857.9048845743
"924",924,24,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-371160.772127333
"925",925,25,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,365958.565250532
"926",926,26,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-46388.2419300214
"927",927,27,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,169407.532590636
"928",928,28,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-184617.737320082
"929",929,29,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-371647.696678223
"930",930,30,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-58833.3816121177
"931",931,31,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-30562.4551732599
"932",932,32,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-225815.490135503
"933",933,33,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-12743.2153965694
"934",934,34,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-220293.387046599
"935",935,35,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-387519.179787064
"936",936,36,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,160573.409784589
"937",937,37,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-35859.704673167
"938",938,38,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-155060.407943802
"939",939,39,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,121366.210527637
"940",940,40,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,208728.68158571
"941",941,41,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,95605.3197116373
"942",942,42,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-270394.55982137
"943",943,43,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,2132776.41218202
"944",944,44,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-371150.969337737
"945",945,45,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,394413.602774124
"946",946,46,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-129751.023236603
"947",947,47,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-436904.048293314
"948",948,48,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,123604.382047341
"949",949,49,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-181988.333034312
"950",950,50,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-78647.1457335489
"951",951,51,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,93902.2767276946
"952",952,52,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,47518.9569892783
"953",953,53,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,761631.962958313
"954",954,54,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-110087.91924061
"955",955,55,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,243045.717306144
"956",956,56,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,425852.579603302
"957",957,57,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-513485.276595093
"958",958,58,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,103110.465728137
"959",959,59,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,168826.510720104
"960",960,60,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,36631.9824333954
"961",961,61,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-471370.511841802
"962",962,62,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,156351.097880775
"963",963,63,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,20097.3678372122
"964",964,64,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,478923.984272968
"965",965,65,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,136353.623775043
"966",966,66,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-125983.819093337
"967",967,67,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-25635.5992098933
"968",968,68,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-104269.244907982
"969",969,69,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,138445.535524202
"970",970,70,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,104166.482859525
"971",971,71,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-384627.031584406
"972",972,72,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,642950.065078909
"973",973,73,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,369890.56424277
"974",974,74,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-263495.675404423
"975",975,75,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-100646.272370252
"976",976,76,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,766847.68096676
"977",977,77,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-115140.496519601
"978",978,78,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,38343.6769842766
"979",979,79,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,148430.039698339
"980",980,80,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-123262.067438081
"981",981,81,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,23604.4709146293
"982",982,82,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,91908.6584214555
"983",983,83,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-466703.363623255
"984",984,84,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,489522.391288837
"985",985,85,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-336818.807574819
"986",986,86,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-393359.580075038
"987",987,87,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,523769.947573242
"988",988,88,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,905436.731377692
"989",989,89,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-246067.470737715
"990",990,90,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-101451.451712298
"991",991,91,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-167837.561216818
"992",992,92,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,429071.003515638
"993",993,93,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-103582.821100181
"994",994,94,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-272476.991940023
"995",995,95,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,841668.587326378
"996",996,96,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,196619.466761174
"997",997,97,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,516144.164310794
"998",998,98,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,-63970.539287798
"999",999,99,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,310765.780467676
"1000",1000,100,3,3,3,9,3,3,2,2,0.4,0.6,2,-1,-1,33726.1107870698
"1001",1001,1,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-219936.057851158
"1002",1002,2,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-207649.533873718
"1003",1003,3,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-471796.000887589
"1004",1004,4,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,15700.7736232379
"1005",1005,5,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,309095.98143331
"1006",1006,6,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-254583.125417247
"1007",1007,7,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-211489.833118559
"1008",1008,8,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-390533.337357532
"1009",1009,9,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,679600.299420282
"1010",1010,10,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,189807.516321415
"1011",1011,11,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-157007.748449104
"1012",1012,12,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,172567.12820682
"1013",1013,13,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,427017.316897852
"1014",1014,14,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,362922.989093312
"1015",1015,15,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-379223.454369641
"1016",1016,16,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,779365.245663945
"1017",1017,17,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-91712.0749536258
"1018",1018,18,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-209317.784614247
"1019",1019,19,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,167807.716235201
"1020",1020,20,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-394256.622596873
"1021",1021,21,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,662634.259992973
"1022",1022,22,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,199229.130404299
"1023",1023,23,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-118561.428874727
"1024",1024,24,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,307641.274032914
"1025",1025,25,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-272034.26042873
"1026",1026,26,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-37549.3288708908
"1027",1027,27,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-266612.745434104
"1028",1028,28,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-218648.819925588
"1029",1029,29,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-137612.55191994
"1030",1030,30,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-87585.7066264625
"1031",1031,31,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,357050.234456615
"1032",1032,32,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,445167.17025456
"1033",1033,33,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,97516.3382399994
"1034",1034,34,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-120409.753492114
"1035",1035,35,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,108687.17202108
"1036",1036,36,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-28038.8308384605
"1037",1037,37,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,322803.532234376
"1038",1038,38,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,1066186.4937595
"1039",1039,39,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-87193.4287682168
"1040",1040,40,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,11094.6865270002
"1041",1041,41,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-49683.8152901584
"1042",1042,42,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-324854.533181033
"1043",1043,43,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-407333.2113671
"1044",1044,44,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-120322.76908774
"1045",1045,45,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-248350.617257007
"1046",1046,46,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-166147.637700597
"1047",1047,47,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-411731.99130465
"1048",1048,48,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,138762.162956623
"1049",1049,49,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-397852.595409161
"1050",1050,50,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,58319.4464545233
"1051",1051,51,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-42220.7777247601
"1052",1052,52,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,1736943.81173513
"1053",1053,53,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-420552.457699523
"1054",1054,54,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,432661.036285079
"1055",1055,55,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-254858.596191272
"1056",1056,56,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-123529.835690131
"1057",1057,57,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-103371.048791046
"1058",1058,58,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,59146.3130607094
"1059",1059,59,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,382201.368091623
"1060",1060,60,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-115390.52970798
"1061",1061,61,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,280971.305114107
"1062",1062,62,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,29011.7220862473
"1063",1063,63,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-255083.475269776
"1064",1064,64,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,124595.975889105
"1065",1065,65,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-358397.543633935
"1066",1066,66,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,226739.944446286
"1067",1067,67,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-459348.606287552
"1068",1068,68,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-94513.3425304867
"1069",1069,69,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,489028.686869614
"1070",1070,70,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-518559.146033009
"1071",1071,71,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,292047.784824283
"1072",1072,72,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-229919.092120148
"1073",1073,73,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,138318.423430956
"1074",1074,74,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,54690.9376590377
"1075",1075,75,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-31356.7183067222
"1076",1076,76,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-142730.422611989
"1077",1077,77,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-223726.193388973
"1078",1078,78,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-46067.5125265245
"1079",1079,79,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-408043.181634655
"1080",1080,80,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-9668.8880709635
"1081",1081,81,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,15223.3742486809
"1082",1082,82,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-169669.478870446
"1083",1083,83,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,338205.081946875
"1084",1084,84,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,217442.283755584
"1085",1085,85,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-448679.455397541
"1086",1086,86,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-254935.925286693
"1087",1087,87,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,315286.627137427
"1088",1088,88,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,78946.0254085446
"1089",1089,89,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,316644.630404676
"1090",1090,90,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,21774.5235236515
"1091",1091,91,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-162003.460443982
"1092",1092,92,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-27838.3511633054
"1093",1093,93,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,127673.705994993
"1094",1094,94,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,488517.587818532
"1095",1095,95,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-439349.993632854
"1096",1096,96,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-414216.865224832
"1097",1097,97,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,15839.0282162024
"1098",1098,98,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,-303932.904875322
"1099",1099,99,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,734389.807058421
"1100",1100,100,3,3,3,9,3,3,2,2,0.4,0.8,2,-1,-1,232124.375474353
"1101",1101,1,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-176423.775537553
"1102",1102,2,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-340282.052449543
"1103",1103,3,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,128456.751386635
"1104",1104,4,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-387356.115524558
"1105",1105,5,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,236135.13077725
"1106",1106,6,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-217696.093307313
"1107",1107,7,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-216178.889597018
"1108",1108,8,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,541624.113587965
"1109",1109,9,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-299851.675587758
"1110",1110,10,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-6746.34502864948
"1111",1111,11,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-159558.405623496
"1112",1112,12,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,297919.457534859
"1113",1113,13,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,84161.5790065481
"1114",1114,14,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-153314.916374694
"1115",1115,15,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,332422.451720601
"1116",1116,16,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,414693.07139844
"1117",1117,17,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-458703.919961821
"1118",1118,18,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,255263.935681725
"1119",1119,19,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-81671.6597121583
"1120",1120,20,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-427093.712895068
"1121",1121,21,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-90758.9917125137
"1122",1122,22,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-18540.7533895531
"1123",1123,23,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-377647.764027636
"1124",1124,24,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-170115.592820405
"1125",1125,25,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-237707.158189151
"1126",1126,26,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-171967.308280714
"1127",1127,27,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,209840.550073428
"1128",1128,28,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-228623.620308539
"1129",1129,29,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-85243.0559687723
"1130",1130,30,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-41685.0803686855
"1131",1131,31,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,52902.8815416143
"1132",1132,32,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,111601.829289158
"1133",1133,33,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-147343.650426026
"1134",1134,34,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-213970.161232132
"1135",1135,35,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-410456.382026491
"1136",1136,36,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,81895.82859934
"1137",1137,37,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-479902.984889471
"1138",1138,38,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-111997.53450096
"1139",1139,39,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-125722.030863307
"1140",1140,40,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-52240.0693006736
"1141",1141,41,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-80468.7060114119
"1142",1142,42,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,111324.650467884
"1143",1143,43,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-329783.713884822
"1144",1144,44,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-214048.029288897
"1145",1145,45,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,239220.183667742
"1146",1146,46,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,28600.6309127694
"1147",1147,47,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-194732.132364473
"1148",1148,48,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-153704.225271771
"1149",1149,49,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-188626.098379811
"1150",1150,50,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-100859.660571909
"1151",1151,51,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,213754.469024483
"1152",1152,52,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-190862.353921794
"1153",1153,53,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-402613.56559851
"1154",1154,54,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-332284.584599738
"1155",1155,55,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-188996.632486293
"1156",1156,56,3,3,3,9,3,3,2,2,0.4,1,2,-1,-1,-88710.1487936198
