"","nn","Customer","DEMAND","PVC","CMC","FRC","CNC","CCx","CC","INDEP","DENS_MEASURED","INFOCONT_A_FRCM"
"420",140,3,1,11,58,40,40,40,40,TRUE,0.44,2
"421",141,1,1,27,51,28,28,28,31,FALSE,0.78,9.51
"422",141,2,1,27,34,45,45,45,39,FALSE,0.78,9.51
"423",141,3,1,47,17,28,28,28,31,FALSE,0.78,9.51
"424",142,1,1,15,52,17,17,17,20,FALSE,0.78,9.51
"425",142,2,1,43,46,68,68,68,61,FALSE,0.78,9.51
"426",142,3,1,43,3,17,17,17,20,FALSE,0.78,9.51
"427",143,1,1,10,54,42,42,42,41,FALSE,0.78,8.75
"428",143,2,1,49,46,18,18,18,20,FALSE,0.78,8.75
"429",143,3,1,43,1,42,42,42,41,FALSE,0.78,8.75
"430",144,1,1,17,22,42,42,42,41,FALSE,0.78,8.75
"431",144,2,1,42,53,42,42,42,41,FALSE,0.78,8.75
"432",144,3,1,42,26,18,18,18,19,FALSE,0.78,8.75
"433",145,1,1,14,3,87,87,87,78,FALSE,0.67,6.75
"434",145,2,1,23,81,7,7,7,12,FALSE,0.67,6.75
"435",145,3,1,65,18,7,7,7,12,FALSE,0.67,6.75
"436",146,1,1,44,37,44,44,44,44,FALSE,0.78,8.75
"437",146,2,1,20,39,25,25,25,25,FALSE,0.78,8.75
"438",146,3,1,38,26,32,32,32,32,FALSE,0.78,8.75
"439",147,1,1,36,6,75,75,75,56,TRUE,0.56,4.75
"440",147,2,1,36,65,11,11,11,21,TRUE,0.56,4.75
"441",147,3,1,30,31,16,16,16,24,TRUE,0.56,4.75
"442",148,1,1,30,74,34,34,34,34,FALSE,0.78,8.75
"443",148,2,1,39,18,38,38,38,37,FALSE,0.78,8.75
"444",148,3,1,33,9,29,29,29,30,FALSE,0.78,8.75
"445",149,1,1,15,9,69,69,69,62,FALSE,0.56,4
"446",149,2,1,43,46,5,5,5,10,FALSE,0.56,4
"447",149,3,1,43,46,28,28,28,30,FALSE,0.56,4
"448",150,1,1,30,59,44,44,44,40,TRUE,0.67,6.75
"449",150,2,1,26,41,43,43,43,40,TRUE,0.67,6.75
"450",150,3,1,46,1,14,14,14,21,TRUE,0.67,6.75
"451",151,1,1,13,10,4,4,4,7,TRUE,0.67,6.75
"452",151,2,1,34,85,7,7,7,15,TRUE,0.67,6.75
"453",151,3,1,54,7,91,91,91,79,TRUE,0.67,6.75
"454",152,1,1,19,33,42,42,42,40,FALSE,0.78,8.75
"455",152,2,1,32,61,15,15,15,19,FALSE,0.78,8.75
"456",152,3,1,50,7,45,45,45,43,FALSE,0.78,8.75
"457",153,1,1,46,33,5,5,5,6,FALSE,0.78,8.75
"458",153,2,1,28,53,48,48,48,48,FALSE,0.78,8.75
"459",153,3,1,28,15,48,48,48,48,FALSE,0.78,8.75
"460",154,1,1,56,17,41,41,41,49,TRUE,0.44,2
"461",154,2,1,15,41,51,51,51,35,TRUE,0.44,2
"462",154,3,1,30,43,9,9,9,17,TRUE,0.44,2
"463",155,1,1,65,43,65,65,65,51,TRUE,0.67,6.75
"464",155,2,1,21,43,22,22,22,29,TRUE,0.67,6.75
"465",155,3,1,15,16,15,15,15,21,TRUE,0.67,6.75
"466",156,1,1,19,13,38,38,38,39,TRUE,0.56,4
"467",156,2,1,38,14,44,44,44,46,TRUE,0.56,4
"468",156,3,1,45,75,20,20,20,16,TRUE,0.56,4
"469",157,1,1,44,39,39,39,39,38,TRUE,0.33,0
"470",157,2,1,14,22,41,41,41,40,TRUE,0.33,0
"471",157,3,1,44,41,22,22,22,23,TRUE,0.33,0
"472",158,1,1,38,25,25,25,25,28,FALSE,0.56,4
"473",158,2,1,18,49,39,39,39,32,FALSE,0.56,4
"474",158,3,1,45,28,38,38,38,42,FALSE,0.56,4
"475",159,1,1,41,57,15,15,15,23,FALSE,0.89,11.51
"476",159,2,1,30,30,43,43,43,39,FALSE,0.89,11.51
"477",159,3,1,30,15,43,43,43,39,FALSE,0.89,11.51
"478",160,1,1,33,71,50,50,50,46,TRUE,0.67,6.75
"479",160,2,1,36,7,8,8,8,13,TRUE,0.67,6.75
"480",160,3,1,32,24,43,43,43,43,TRUE,0.67,6.75
"481",161,1,1,39,3,51,51,51,51,FALSE,0.67,6
"482",161,2,1,24,58,2,2,2,2,FALSE,0.67,6
"483",161,3,1,39,40,49,49,49,49,FALSE,0.67,6
"484",162,1,1,26,23,8,8,8,11,TRUE,0.67,6.75
"485",162,2,1,35,2,48,48,48,46,TRUE,0.67,6.75
"486",162,3,1,41,76,46,46,46,45,TRUE,0.67,6.75
"487",163,1,1,41,3,38,38,38,39,TRUE,0.67,6.75
"488",163,2,1,21,70,24,24,24,23,TRUE,0.67,6.75
"489",163,3,1,40,29,40,40,40,40,TRUE,0.67,6.75
"490",164,1,1,24,57,24,24,24,22,TRUE,0.44,2
"491",164,2,1,27,20,10,10,10,15,TRUE,0.44,2
"492",164,3,1,51,24,67,67,67,65,TRUE,0.44,2
"493",165,1,1,34,32,40,40,40,38,FALSE,0.56,4
"494",165,2,1,44,15,27,27,27,26,FALSE,0.56,4
"495",165,3,1,24,54,35,35,35,38,FALSE,0.56,4
"496",166,1,1,41,44,22,22,22,27,TRUE,0.44,2
"497",166,2,1,31,11,11,11,11,7,TRUE,0.44,2
"498",166,3,1,30,47,69,69,69,67,TRUE,0.44,2
"499",167,1,1,12,41,29,29,29,36,FALSE,0.67,6.75
"500",167,2,1,78,50,29,29,29,36,FALSE,0.67,6.75
"501",167,3,1,12,11,44,44,44,29,FALSE,0.67,6.75
"502",168,1,1,36,12,43,43,43,42,FALSE,0.78,8.75
"503",168,2,1,24,47,37,37,37,37,FALSE,0.78,8.75
"504",168,3,1,42,43,22,22,22,23,FALSE,0.78,8.75
"505",169,1,1,47,9,33,33,33,34,FALSE,0.44,2
"506",169,2,1,12,27,35,35,35,34,FALSE,0.44,2
"507",169,3,1,43,66,33,33,33,34,FALSE,0.44,2
"508",170,1,1,35,4,37,37,37,35,TRUE,0.33,0
"509",170,2,1,22,37,4,4,4,4,TRUE,0.33,0
"510",170,3,1,45,61,61,61,61,62,TRUE,0.33,0
"511",171,1,1,40,11,44,44,44,41,FALSE,0.44,2
"512",171,2,1,51,33,29,29,29,30,FALSE,0.44,2
"513",171,3,1,11,57,29,29,29,30,FALSE,0.44,2
"514",172,1,1,8,10,35,35,35,35,FALSE,0.78,8.75
"515",172,2,1,19,2,36,36,36,35,FALSE,0.78,8.75
"516",172,3,1,75,90,31,31,31,31,FALSE,0.78,8.75
"517",173,1,1,8,74,41,41,41,48,TRUE,0.56,4
"518",173,2,1,25,8,57,57,57,51,TRUE,0.56,4
"519",173,3,1,69,20,4,4,4,3,TRUE,0.56,4
"520",174,1,1,35,49,31,31,31,35,FALSE,0.67,6
"521",174,2,1,35,14,20,20,20,16,FALSE,0.67,6
"522",174,3,1,32,39,50,50,50,50,FALSE,0.67,6
"523",175,1,1,57,27,14,14,14,18,TRUE,0.56,4
"524",175,2,1,27,32,21,21,21,24,TRUE,0.56,4
"525",175,3,1,18,42,66,66,66,59,TRUE,0.56,4
"526",176,1,1,43,32,8,8,8,10,TRUE,0.33,0
"527",176,2,1,18,8,32,32,32,39,TRUE,0.33,0
"528",176,3,1,41,61,61,61,61,52,TRUE,0.33,0
"529",177,1,1,17,26,35,35,35,24,TRUE,0.56,4
"530",177,2,1,17,7,54,54,54,54,TRUE,0.56,4
"531",177,3,1,68,69,13,13,13,24,TRUE,0.56,4
"532",178,1,1,39,32,69,69,69,41,FALSE,0.44,2
"533",178,2,1,39,58,16,16,16,30,FALSE,0.44,2
"534",178,3,1,24,12,16,16,16,30,FALSE,0.44,2
"535",179,1,1,82,42,42,42,42,30,TRUE,0.44,2
"536",179,2,1,16,30,15,15,15,25,TRUE,0.44,2
"537",179,3,1,4,29,44,44,44,47,TRUE,0.44,2
"538",180,1,1,32,31,57,57,57,43,TRUE,0.67,6.75
"539",180,2,1,32,18,27,27,27,35,TRUE,0.67,6.75
"540",180,3,1,37,53,18,18,18,23,TRUE,0.67,6.75
"541",181,1,1,28,27,28,28,28,30,TRUE,0.56,4.75
"542",181,2,1,66,56,65,65,65,55,TRUE,0.56,4.75
"543",181,3,1,8,19,9,9,9,17,TRUE,0.56,4.75
"544",182,1,1,45,18,18,18,18,9,FALSE,0.56,4
"545",182,2,1,45,79,42,42,42,46,FALSE,0.56,4
"546",182,3,1,11,4,42,42,42,46,FALSE,0.56,4
"547",183,1,1,35,32,13,13,13,18,TRUE,0.67,6.75
"548",183,2,1,55,65,11,11,11,16,TRUE,0.67,6.75
"549",183,3,1,11,5,77,77,77,67,TRUE,0.67,6.75
"550",184,1,1,30,76,92,92,92,87,FALSE,0.44,2
"551",184,2,1,25,9,5,5,5,7,FALSE,0.44,2
"552",184,3,1,46,17,5,5,5,7,FALSE,0.44,2
"553",185,1,1,24,65,8,8,8,6,TRUE,0.56,4
"554",185,2,1,64,15,83,83,83,72,TRUE,0.56,4
"555",185,3,1,14,22,11,11,11,23,TRUE,0.56,4
"556",186,1,1,9,22,35,35,35,38,TRUE,0.67,6.75
"557",186,2,1,49,26,9,9,9,14,TRUE,0.67,6.75
"558",186,3,1,44,53,57,57,57,49,TRUE,0.67,6.75
"559",187,1,1,34,20,33,33,33,32,TRUE,0.44,2
"560",187,2,1,11,55,13,13,13,17,TRUE,0.44,2
"561",187,3,1,57,26,55,55,55,52,TRUE,0.44,2
"562",188,1,1,35,37,40,40,40,36,TRUE,0.56,4.75
"563",188,2,1,28,37,49,49,49,43,TRUE,0.56,4.75
"564",188,3,1,38,28,13,13,13,22,TRUE,0.56,4.75
"565",189,1,1,75,17,59,59,59,55,TRUE,0.56,4
"566",189,2,1,13,55,15,15,15,15,TRUE,0.56,4
"567",189,3,1,13,29,28,28,28,31,TRUE,0.56,4
"568",190,1,1,52,22,22,22,22,16,TRUE,0.44,2
"569",190,2,1,28,58,11,11,11,17,TRUE,0.44,2
"570",190,3,1,22,22,68,68,68,68,TRUE,0.44,2
"571",191,1,1,28,4,73,73,73,67,FALSE,0.56,4
"572",191,2,1,45,49,2,2,2,5,FALSE,0.56,4
"573",191,3,1,28,48,26,26,26,29,FALSE,0.56,4
"574",192,1,1,63,46,33,33,33,40,TRUE,0.56,4
"575",192,2,1,12,20,58,58,58,47,TRUE,0.56,4
"576",192,3,1,26,35,10,10,10,14,TRUE,0.56,4
"577",193,1,1,28,27,28,28,28,13,FALSE,0.67,6.75
"578",193,2,1,37,4,37,37,37,44,FALSE,0.67,6.75
"579",193,3,1,37,70,37,37,37,44,FALSE,0.67,6.75
"580",194,1,1,8,48,8,8,8,11,TRUE,0.56,4
"581",194,2,1,28,16,19,19,19,25,TRUE,0.56,4
"582",194,3,1,65,38,74,74,74,65,TRUE,0.56,4
"583",195,1,1,54,18,39,39,39,34,FALSE,0.56,4
"584",195,2,1,35,31,35,35,35,40,FALSE,0.56,4
"585",195,3,1,13,53,27,27,27,27,FALSE,0.56,4
"586",196,1,1,62,26,27,27,27,28,FALSE,0.67,6
"587",196,2,1,21,29,50,50,50,50,FALSE,0.67,6
"588",196,3,1,19,47,24,24,24,23,FALSE,0.67,6
"589",197,1,1,60,22,58,58,58,29,FALSE,0.44,2
"590",197,2,1,14,36,22,22,22,36,FALSE,0.44,2
"591",197,3,1,28,43,22,22,22,36,FALSE,0.44,2
"592",198,1,1,56,49,49,49,49,55,TRUE,0.44,2
"593",198,2,1,27,45,23,23,23,21,TRUE,0.44,2
"594",198,3,1,18,7,30,30,30,26,TRUE,0.44,2
"595",199,1,1,42,36,32,32,32,28,FALSE,0.56,4
"596",199,2,1,20,51,26,26,26,27,FALSE,0.56,4
"597",199,3,1,40,14,44,44,44,46,FALSE,0.56,4
"598",200,1,1,13,4,4,4,4,3,TRUE,0.44,2
"599",200,2,1,17,92,3,3,3,4,TRUE,0.44,2
"600",200,3,1,72,5,95,95,95,95,TRUE,0.44,2
"601",201,1,1,15,45,11,11,11,15,FALSE,0.56,4
"602",201,2,1,50,34,62,62,62,51,FALSE,0.56,4
"603",201,3,1,36,22,28,28,28,36,FALSE,0.56,4
"604",202,1,1,70,42,62,62,62,58,TRUE,0.56,4
"605",202,2,1,10,24,21,21,21,27,TRUE,0.56,4
"606",202,3,1,22,35,18,18,18,16,TRUE,0.56,4
"607",203,1,1,24,74,5,5,5,10,FALSE,0.56,4
"608",203,2,1,31,10,54,54,54,47,FALSE,0.56,4
"609",203,3,1,46,17,42,42,42,45,FALSE,0.56,4
"610",204,1,1,32,6,2,2,2,4,FALSE,0.56,4.75
"611",204,2,1,12,9,2,2,2,4,FALSE,0.56,4.75
"612",204,3,1,57,87,97,97,97,93,FALSE,0.56,4.75
"613",205,1,1,50,27,29,29,29,30,FALSE,0.67,6.75
"614",205,2,1,27,46,44,44,44,41,FALSE,0.67,6.75
"615",205,3,1,24,29,29,29,29,30,FALSE,0.67,6.75
"616",206,1,1,51,18,44,44,44,47,TRUE,0.56,4
"617",206,2,1,25,70,35,35,35,35,TRUE,0.56,4
"618",206,3,1,25,13,22,22,22,20,TRUE,0.56,4
"619",207,1,1,12,28,38,38,38,35,FALSE,0.89,11.51
"620",207,2,1,28,71,38,38,38,35,FALSE,0.89,11.51
"621",207,3,1,61,2,25,25,25,31,FALSE,0.89,11.51
"622",208,1,1,30,39,70,70,70,54,TRUE,0.67,6.75
"623",208,2,1,42,45,6,6,6,16,TRUE,0.67,6.75
"624",208,3,1,30,17,25,25,25,31,TRUE,0.67,6.75
"625",209,1,1,11,24,83,83,83,74,TRUE,0.44,2
"626",209,2,1,72,6,12,12,12,23,TRUE,0.44,2
"627",209,3,1,19,71,6,6,6,5,TRUE,0.44,2
"628",210,1,1,84,37,33,33,33,38,TRUE,0.33,0
"629",210,2,1,9,33,37,37,37,34,TRUE,0.33,0
"630",210,3,1,9,32,32,32,32,30,TRUE,0.33,0
"631",211,1,1,31,30,51,51,51,51,TRUE,0.56,4
"632",211,2,1,50,1,15,15,15,16,TRUE,0.56,4
"633",211,3,1,21,70,35,35,35,35,TRUE,0.56,4
"634",212,1,1,15,69,41,41,41,39,TRUE,0.56,4
"635",212,2,1,29,20,35,35,35,26,TRUE,0.56,4
"636",212,3,1,57,13,26,26,26,37,TRUE,0.56,4
"637",213,1,1,30,2,53,53,53,60,TRUE,0.44,2
"638",213,2,1,41,53,1,1,1,3,TRUE,0.44,2
"639",213,3,1,30,47,47,47,47,39,TRUE,0.44,2
"640",214,1,1,62,19,28,28,28,35,FALSE,0.56,4
"641",214,2,1,20,37,28,28,28,35,FALSE,0.56,4
"642",214,3,1,20,46,46,46,46,31,FALSE,0.56,4
"643",215,1,1,41,41,49,49,49,49,FALSE,0.78,8.75
"644",215,2,1,14,9,29,29,29,28,FALSE,0.78,8.75
"645",215,3,1,46,52,24,24,24,24,FALSE,0.78,8.75
"646",216,1,1,38,24,23,23,23,38,FALSE,0.67,6.75
"647",216,2,1,32,30,23,23,23,38,FALSE,0.67,6.75
"648",216,3,1,32,47,55,55,55,26,FALSE,0.67,6.75
"649",217,1,1,24,69,35,35,35,25,FALSE,0.56,4
"650",217,2,1,18,15,25,25,25,35,FALSE,0.56,4
"651",217,3,1,60,18,42,42,42,41,FALSE,0.56,4
"652",218,1,1,10,51,2,2,2,3,TRUE,0.67,6.75
"653",218,2,1,44,4,27,27,27,34,TRUE,0.67,6.75
"654",218,3,1,48,46,73,73,73,65,TRUE,0.67,6.75
"655",219,1,1,41,20,18,18,18,12,TRUE,0.56,4
"656",219,2,1,32,46,73,73,73,70,TRUE,0.56,4
"657",219,3,1,28,35,10,10,10,19,TRUE,0.56,4
"658",220,1,1,43,63,16,16,16,22,FALSE,0.78,8.75
"659",220,2,1,17,21,37,37,37,35,FALSE,0.78,8.75
"660",220,3,1,41,17,48,48,48,45,FALSE,0.78,8.75
"661",221,1,1,58,4,24,24,24,26,TRUE,0.67,6.75
"662",221,2,1,33,71,40,40,40,38,TRUE,0.67,6.75
"663",221,3,1,10,26,37,37,37,37,TRUE,0.67,6.75
"664",222,1,1,51,23,30,30,30,35,TRUE,0.56,4
"665",222,2,1,17,59,39,39,39,43,TRUE,0.56,4
"666",222,3,1,33,19,32,32,32,24,TRUE,0.56,4
"667",223,1,1,53,30,7,7,7,10,TRUE,0.67,6.75
"668",223,2,1,39,51,22,22,22,24,TRUE,0.67,6.75
"669",223,3,1,10,20,73,73,73,67,TRUE,0.67,6.75
"670",224,1,1,9,7,4,4,4,7,FALSE,0.78,8.75
"671",224,2,1,63,11,49,49,49,47,FALSE,0.78,8.75
"672",224,3,1,30,84,49,49,49,47,FALSE,0.78,8.75
"673",225,1,1,52,57,19,19,19,25,TRUE,0.67,6.75
"674",225,2,1,23,21,31,31,31,34,TRUE,0.67,6.75
"675",225,3,1,26,23,51,51,51,43,TRUE,0.67,6.75
"676",226,1,1,29,49,17,17,17,24,TRUE,0.56,4.75
"677",226,2,1,22,39,55,55,55,48,TRUE,0.56,4.75
"678",226,3,1,50,13,30,30,30,29,TRUE,0.56,4.75
"679",227,1,1,44,9,21,21,21,17,FALSE,0.56,4
"680",227,2,1,13,21,40,40,40,42,FALSE,0.56,4
"681",227,3,1,44,72,40,40,40,42,FALSE,0.56,4
"682",228,1,1,36,26,17,17,17,15,FALSE,0.67,6
"683",228,2,1,29,34,50,50,50,50,FALSE,0.67,6
"684",228,3,1,36,42,34,34,34,36,FALSE,0.67,6
"685",229,1,1,28,66,36,36,36,34,FALSE,0.78,8.75
"686",229,2,1,50,28,26,26,26,28,FALSE,0.78,8.75
"687",229,3,1,23,8,40,40,40,39,FALSE,0.78,8.75
"688",230,1,1,27,41,43,43,43,33,FALSE,0.56,4
"689",230,2,1,12,6,28,28,28,32,FALSE,0.56,4
"690",230,3,1,62,55,30,30,30,37,FALSE,0.56,4
"691",231,1,1,28,83,40,40,40,35,TRUE,0.67,6.75
"692",231,2,1,39,11,28,28,28,32,TRUE,0.67,6.75
"693",231,3,1,35,7,33,33,33,34,TRUE,0.67,6.75
"694",232,1,1,63,36,9,9,9,13,TRUE,0.67,6.75
"695",232,2,1,24,40,28,28,28,34,TRUE,0.67,6.75
"696",232,3,1,14,26,64,64,64,55,TRUE,0.67,6.75
"697",233,1,1,28,36,43,43,43,40,FALSE,0.56,4
"698",233,2,1,47,15,25,25,25,25,FALSE,0.56,4
"699",233,3,1,27,50,33,33,33,37,FALSE,0.56,4
"700",234,1,1,19,78,41,41,41,42,TRUE,0.56,4
"701",234,2,1,62,3,59,59,59,57,TRUE,0.56,4
"702",234,3,1,21,20,2,2,2,3,TRUE,0.56,4
"703",235,1,1,11,72,10,10,10,16,FALSE,0.78,9.51
"704",235,2,1,65,2,10,10,10,16,FALSE,0.78,9.51
"705",235,3,1,26,28,81,81,81,69,FALSE,0.78,9.51
"706",236,1,1,47,59,5,5,5,9,TRUE,0.56,4
"707",236,2,1,8,9,34,34,34,29,TRUE,0.56,4
"708",236,3,1,47,33,62,62,62,64,TRUE,0.56,4
"709",237,1,1,35,14,48,48,48,41,TRUE,0.33,0
"710",237,2,1,33,48,14,14,14,14,TRUE,0.33,0
"711",237,3,1,33,40,40,40,40,46,TRUE,0.33,0
"712",238,1,1,26,22,28,28,28,30,FALSE,0.89,11.51
"713",238,2,1,38,63,37,37,37,36,FALSE,0.89,11.51
"714",238,3,1,38,17,37,37,37,36,FALSE,0.89,11.51
"715",239,1,1,31,14,85,85,85,68,TRUE,0.67,6.75
"716",239,2,1,62,14,5,5,5,10,TRUE,0.67,6.75
"717",239,3,1,9,74,12,12,12,23,TRUE,0.67,6.75
"718",240,1,1,25,89,89,89,89,68,TRUE,0.44,2
"719",240,2,1,25,3,8,8,8,19,TRUE,0.44,2
"720",240,3,1,52,9,5,5,5,15,TRUE,0.44,2
"721",241,1,1,20,31,1,1,1,1,TRUE,0.56,4.75
"722",241,2,1,65,69,69,69,69,70,TRUE,0.56,4.75
"723",241,3,1,17,1,32,32,32,30,TRUE,0.56,4.75
"724",242,1,1,44,12,4,4,4,13,FALSE,0.56,4.75
"725",242,2,1,7,25,93,93,93,76,FALSE,0.56,4.75
"726",242,3,1,50,64,4,4,4,13,FALSE,0.56,4.75
"727",243,1,1,29,51,16,16,16,9,TRUE,0.56,4
"728",243,2,1,29,32,26,26,26,30,TRUE,0.56,4
"729",243,3,1,43,18,59,59,59,62,TRUE,0.56,4
"730",244,1,1,34,23,14,14,14,11,TRUE,0.44,2
"731",244,2,1,34,64,55,55,55,53,TRUE,0.44,2
"732",244,3,1,34,14,32,32,32,38,TRUE,0.44,2
"733",245,1,1,19,3,50,50,50,50,FALSE,0.67,6
"734",245,2,1,39,86,8,8,8,15,FALSE,0.67,6
"735",245,3,1,43,13,43,43,43,36,FALSE,0.67,6
"736",246,1,1,62,35,35,35,35,37,TRUE,0.33,0
"737",246,2,1,27,31,36,36,36,33,TRUE,0.33,0
"738",246,3,1,12,36,31,31,31,31,TRUE,0.33,0
"739",247,1,1,23,7,42,42,42,39,FALSE,0.67,6.75
"740",247,2,1,55,79,18,18,18,24,FALSE,0.67,6.75
"741",247,3,1,23,15,42,42,42,39,FALSE,0.67,6.75
"742",248,1,1,49,29,68,68,68,66,TRUE,0.56,4
"743",248,2,1,31,36,15,15,15,18,TRUE,0.56,4
"744",248,3,1,22,36,18,18,18,18,TRUE,0.56,4
"745",249,1,1,7,56,15,15,15,18,TRUE,0.67,6.75
"746",249,2,1,30,43,45,45,45,42,TRUE,0.67,6.75
"747",249,3,1,65,3,42,42,42,41,TRUE,0.67,6.75
"748",250,1,1,40,11,25,25,25,28,TRUE,0.67,6.75
"749",250,2,1,22,75,44,44,44,39,TRUE,0.67,6.75
"750",250,3,1,40,16,33,33,33,35,TRUE,0.67,6.75
"751",251,1,1,30,12,34,34,34,39,TRUE,0.44,2
"752",251,2,1,44,68,12,12,12,9,TRUE,0.44,2
"753",251,3,1,27,21,55,55,55,54,TRUE,0.44,2
"754",252,1,1,44,18,58,58,58,53,FALSE,0.56,4
"755",252,2,1,44,33,34,34,34,39,FALSE,0.56,4
"756",252,3,1,13,50,9,9,9,10,FALSE,0.56,4
"757",253,1,1,21,22,50,50,50,50,FALSE,0.78,8.75
"758",253,2,1,50,2,50,50,50,50,FALSE,0.78,8.75
"759",253,3,1,30,77,1,1,1,2,FALSE,0.78,8.75
"760",254,1,1,37,37,8,8,8,11,TRUE,0.67,6.75
"761",254,2,1,20,22,29,29,29,31,TRUE,0.67,6.75
"762",254,3,1,45,43,65,65,65,60,TRUE,0.67,6.75
"763",255,1,1,39,32,16,16,16,19,TRUE,0.56,4
"764",255,2,1,40,61,81,81,81,75,TRUE,0.56,4
"765",255,3,1,23,8,4,4,4,7,TRUE,0.56,4
"766",256,1,1,12,34,58,58,58,60,TRUE,0.33,0
"767",256,2,1,24,58,34,34,34,34,TRUE,0.33,0
"768",256,3,1,66,9,9,9,9,8,TRUE,0.33,0
"769",257,1,1,40,37,40,40,40,40,FALSE,0.89,11.51
"770",257,2,1,31,37,40,40,40,40,FALSE,0.89,11.51
"771",257,3,1,31,27,22,22,22,21,FALSE,0.89,11.51
"772",258,1,1,10,36,22,22,22,24,FALSE,0.89,11.51
"773",258,2,1,50,63,40,40,40,39,FALSE,0.89,11.51
"774",258,3,1,41,2,40,40,40,39,FALSE,0.89,11.51
"775",259,1,1,50,26,32,32,32,33,FALSE,0.78,9.51
"776",259,2,1,36,7,38,38,38,35,FALSE,0.78,9.51
"777",259,3,1,15,69,32,32,32,33,FALSE,0.78,9.51
"778",260,1,1,69,39,21,21,21,29,TRUE,0.44,2
"779",260,2,1,12,21,59,59,59,56,TRUE,0.44,2
"780",260,3,1,20,42,21,21,21,17,TRUE,0.44,2
"781",261,1,1,49,31,26,26,26,25,FALSE,0.67,6
"782",261,2,1,24,49,25,25,25,26,FALSE,0.67,6
"783",261,3,1,29,21,51,51,51,51,FALSE,0.67,6
"784",262,1,1,67,23,27,27,27,31,FALSE,0.67,6.75
"785",262,2,1,27,3,27,27,27,31,FALSE,0.67,6.75
"786",262,3,1,8,76,48,48,48,40,FALSE,0.67,6.75
"787",263,1,1,82,60,33,33,33,26,FALSE,0.67,6.75
"788",263,2,1,10,29,34,34,34,38,FALSE,0.67,6.75
"789",263,3,1,10,13,34,34,34,38,FALSE,0.67,6.75
"790",264,1,1,67,37,19,19,19,32,TRUE,0.44,2
"791",264,2,1,12,48,66,66,66,54,TRUE,0.44,2
"792",264,3,1,23,17,17,17,17,15,TRUE,0.44,2
"793",265,1,1,46,36,37,37,37,36,TRUE,0.44,2
"794",265,2,1,46,9,36,36,36,41,TRUE,0.44,2
"795",265,3,1,9,57,29,29,29,25,TRUE,0.44,2
"796",266,1,1,50,43,48,48,48,49,FALSE,0.56,4
"797",266,2,1,33,53,6,6,6,3,FALSE,0.56,4
"798",266,3,1,18,6,48,48,48,49,FALSE,0.56,4
"799",267,1,1,48,24,63,63,63,57,FALSE,0.78,9.51
"800",267,2,1,42,44,19,19,19,22,FALSE,0.78,9.51
"801",267,3,1,11,33,19,19,19,22,FALSE,0.78,9.51
"802",268,1,1,39,32,40,40,40,34,TRUE,0.56,4.75
"803",268,2,1,23,26,52,52,52,45,TRUE,0.56,4.75
"804",268,3,1,39,44,9,9,9,22,TRUE,0.56,4.75
"805",269,1,1,64,21,54,54,54,54,TRUE,0.44,2
"806",269,2,1,30,53,21,21,21,19,TRUE,0.44,2
"807",269,3,1,8,28,27,27,27,29,TRUE,0.44,2
"808",270,1,1,32,81,27,27,27,29,TRUE,0.67,6.75
"809",270,2,1,19,3,38,38,38,37,TRUE,0.67,6.75
"810",270,3,1,50,18,36,36,36,36,TRUE,0.67,6.75
"811",271,1,1,40,35,43,43,43,45,TRUE,0.56,4.75
"812",271,2,1,22,42,50,50,50,43,TRUE,0.56,4.75
"813",271,3,1,40,24,8,8,8,13,TRUE,0.56,4.75
"814",272,1,1,15,54,20,20,20,24,TRUE,0.56,4
"815",272,2,1,48,40,27,27,27,24,TRUE,0.56,4
"816",272,3,1,39,7,54,54,54,54,TRUE,0.56,4
"817",273,1,1,26,9,73,73,73,67,FALSE,0.56,4
"818",273,2,1,26,54,5,5,5,8,FALSE,0.56,4
"819",273,3,1,50,39,24,24,24,27,FALSE,0.56,4
"820",274,1,1,13,72,14,14,14,14,FALSE,0.78,8.75
"821",274,2,1,25,26,50,50,50,50,FALSE,0.78,8.75
"822",274,3,1,63,3,37,37,37,37,FALSE,0.78,8.75
"823",275,1,1,35,56,20,20,20,32,FALSE,0.67,6.75
"824",275,2,1,35,30,61,61,61,37,FALSE,0.67,6.75
"825",275,3,1,31,16,20,20,20,32,FALSE,0.67,6.75
"826",276,1,1,22,28,30,30,30,26,FALSE,0.56,4
"827",276,2,1,57,6,34,34,34,35,FALSE,0.56,4
"828",276,3,1,22,68,37,37,37,40,FALSE,0.56,4
"829",277,1,1,77,45,35,35,35,38,FALSE,0.67,6.75
"830",277,2,1,12,38,35,35,35,38,FALSE,0.67,6.75
"831",277,3,1,12,19,31,31,31,25,FALSE,0.67,6.75
"832",278,1,1,12,37,47,47,47,45,FALSE,0.67,6
"833",278,2,1,16,7,32,32,32,30,FALSE,0.67,6
"834",278,3,1,73,58,22,22,22,27,FALSE,0.67,6
"835",279,1,1,49,7,15,15,15,24,FALSE,0.56,4.75
"836",279,2,1,41,50,15,15,15,24,FALSE,0.56,4.75
"837",279,3,1,12,45,71,71,71,53,FALSE,0.56,4.75
"838",280,1,1,31,26,34,34,34,34,FALSE,0.67,6
"839",280,2,1,40,67,50,50,50,50,FALSE,0.67,6
"840",280,3,1,31,9,17,17,17,17,FALSE,0.67,6
"841",281,1,1,35,68,34,34,34,27,TRUE,0.44,2
"842",281,2,1,11,8,8,8,8,10,TRUE,0.44,2
